dataset,file,idx,input,num_input_triples,num_matched_triples,num_omitted_triples,num_predicted_predicates,omitted_predicates,omitted_triples,position,pred,task
counterfactual,results/ordering/counterfactual_ordering.json,23,[TRIPLE] Mermaid_(Train_song)  followedBy  Dschoint_Ventschr [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  album  Rarities [/TRIPLE],3,1,2,2,producer | album,Mermaid_(Train_song) producer Espionage_(production_team) || Mermaid_(Train_song) album Rarities,23,followedBy record,ordering
counterfactual,results/ordering/counterfactual_ordering.json,24,[TRIPLE] What_Ever_Happened_to_Baby_Jane?  publisher  Gruppo_Mondadori [/TRIPLE] [TRIPLE] What_Ever_Happened_to_Baby_Jane?  literaryGenre  secret_history [/TRIPLE] [TRIPLE] What_Ever_Happened_to_Baby_Jane?  followedBy  I_Am_a_Cat [/TRIPLE] [TRIPLE] What_Ever_Happened_to_Baby_Jane?  author  Horst_Köhler [/TRIPLE] [TRIPLE] What_Ever_Happened_to_Baby_Jane?  releaseDate  1726-01-01 [/TRIPLE],5,4,1,4,releaseDate,What_Ever_Happened_to_Baby_Jane? releaseDate 1726-01-01,24,author publisher literaryGenre followedBy,ordering
counterfactual,results/ordering/counterfactual_ordering.json,25,[TRIPLE] Lite-On_Technology  location  United_States [/TRIPLE] [TRIPLE] Lite-On_Technology  industry  room_air_distribution [/TRIPLE],2,2,0,2,,,25,location industry,ordering
counterfactual,results/ordering/counterfactual_ordering.json,26,[TRIPLE] Chasing_Amy  cinematography  Larry_Aceves [/TRIPLE] [TRIPLE] Chasing_Amy  writer  Markku_Pusenius [/TRIPLE] [TRIPLE] Chasing_Amy  runtime  173.46 [/TRIPLE],3,2,1,3,writer,Chasing_Amy writer Markku_Pusenius,26,editor runtime cinematography,ordering
counterfactual,results/ordering/counterfactual_ordering.json,27,[TRIPLE] Marcus_Mumford  spouse  Blaise_Matuidi [/TRIPLE] [TRIPLE] Marcus_Mumford  deathDate  2006-09-06 [/TRIPLE] [TRIPLE] Marcus_Mumford  professionalField  cellular_transport [/TRIPLE],3,2,1,2,professionalField,Marcus_Mumford professionalField cellular_transport,27,spouse deathDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,28,[TRIPLE] Antiochus_IV_Epiphanes  residence  Stacy_Katzman [/TRIPLE] [TRIPLE] Antiochus_IV_Epiphanes  party  Kenya_African_Democratic_Union [/TRIPLE],2,2,0,2,,,28,residence party,ordering
counterfactual,results/ordering/counterfactual_ordering.json,29,[TRIPLE] Carlo_Azeglio_Ciampi  birthPlace  Karlsruhe [/TRIPLE] [TRIPLE] Carlo_Azeglio_Ciampi  nationality  United_States [/TRIPLE] [TRIPLE] Carlo_Azeglio_Ciampi  training  School_of_Applied_Arts_in_Stuttgart [/TRIPLE] [TRIPLE] Karlsruhe  country  France [/TRIPLE] [TRIPLE] United_States  language  Caluyanon [/TRIPLE],5,4,1,4,training,Carlo_Azeglio_Ciampi training School_of_Applied_Arts_in_Stuttgart,29,nationality birthPlace country language,ordering
counterfactual,results/ordering/counterfactual_ordering.json,30,[TRIPLE] HTM_Personenvervoer  location  Israel [/TRIPLE],1,1,0,1,,,30,location,ordering
counterfactual,results/ordering/counterfactual_ordering.json,31,[TRIPLE] Mermaid_(Train_song)  recordLabel  Amphetamine_Reptile_Records [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  runtime  16800 [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  recordLabel  Sony_BMG_Music_Entertainment_(Poland)_Sp._z_o.o. [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Arnaut_Daniel [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  genre  Tswana_music [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Klinik [/TRIPLE],6,3,3,4,runtime | writer | writer,Mermaid_(Train_song) runtime 16800 || Mermaid_(Train_song) writer Arnaut_Daniel || Mermaid_(Train_song) writer Klinik,31,genre recordLabel recordLabel author,ordering
counterfactual,results/ordering/counterfactual_ordering.json,32,[TRIPLE] Music_of_The_Lord_of_the_Rings_film_series  musicComposer  Laura_Berg [/TRIPLE] [TRIPLE] Music_of_The_Lord_of_the_Rings_film_series  starring  Simon_Lohet [/TRIPLE] [TRIPLE] Music_of_The_Lord_of_the_Rings_film_series  writer  François_Mitterrand [/TRIPLE],3,2,1,3,writer,Music_of_The_Lord_of_the_Rings_film_series writer François_Mitterrand,32,starring musicComposer author,ordering
counterfactual,results/ordering/counterfactual_ordering.json,33,[TRIPLE] Julian_McMahon  genre  lauda [/TRIPLE] [TRIPLE] Julian_McMahon  associatedBand/associatedMusicalArtist  Qara'unas [/TRIPLE] [TRIPLE] Julian_McMahon  origin  New_Hampshire [/TRIPLE] [TRIPLE] Julian_McMahon  instrument  Electric_guitar [/TRIPLE] [TRIPLE] Julian_McMahon  activeYearsStartYear  2001 [/TRIPLE],5,5,0,5,,,33,origin activeYearsStartYear genre instrument associatedBand/associatedMusicalArtist,ordering
counterfactual,results/ordering/counterfactual_ordering.json,34,[TRIPLE] Alamosa_County  hasToItsWest  Franklin_County_Pennsylvania [/TRIPLE] [TRIPLE] Ain_Sakhri_lovers  established  2000 [/TRIPLE] [TRIPLE] Ain_Sakhri_lovers  location  Alamosa_County [/TRIPLE] [TRIPLE] Alamosa_County  hasToItsSoutheast  Carroll_County_Maryland [/TRIPLE] [TRIPLE] Ain_Sakhri_lovers  category  Contributing_property [/TRIPLE],5,5,0,5,,,34,established location category hasToItsSoutheast hasToItsWest,ordering
counterfactual,results/ordering/counterfactual_ordering.json,35,[TRIPLE] Lys  genre  concerto [/TRIPLE] [TRIPLE] Lys  producer  Led_Zeppelin [/TRIPLE] [TRIPLE] Lys  genre  cantata [/TRIPLE] [TRIPLE] Lys  recordLabel  Osmose_Productions [/TRIPLE] [TRIPLE] Lys  releaseDate  1726-01-01 [/TRIPLE],5,4,1,4,producer,Lys producer Led_Zeppelin,35,genre genre recordLabel releaseDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,36,[TRIPLE] Granjinha  populationMetro  418476000000.0 [/TRIPLE] [TRIPLE] Granjinha  leaderTitle  office_held_by_head_of_the_organization [/TRIPLE] [TRIPLE] Granjinha  type  City [/TRIPLE] [TRIPLE] Granjinha  populationDensity  11.5 [/TRIPLE] [TRIPLE] Granjinha  governmentType  hexacameralism [/TRIPLE] [TRIPLE] Granjinha  utcOffset  −6 [/TRIPLE],6,5,1,5,type,Granjinha type City,36,governmentType leaderTitle populationMetro populationDensity utcOffset,ordering
counterfactual,results/ordering/counterfactual_ordering.json,37,[TRIPLE] 36_Views_from_the_Pic_Saint-Loup  starring  Roald_Dahl [/TRIPLE] [TRIPLE] 36_Views_from_the_Pic_Saint-Loup  starring  Pierre_Aïm [/TRIPLE] [TRIPLE] 36_Views_from_the_Pic_Saint-Loup  budget  1604.0 [/TRIPLE] [TRIPLE] 36_Views_from_the_Pic_Saint-Loup  writer  Eric_Stuart [/TRIPLE] [TRIPLE] 36_Views_from_the_Pic_Saint-Loup  director  Eric_Stuart [/TRIPLE] [TRIPLE] 36_Views_from_the_Pic_Saint-Loup  runtime  3.16 [/TRIPLE],6,4,2,4,writer | runtime,36_Views_from_the_Pic_Saint-Loup writer Eric_Stuart || 36_Views_from_the_Pic_Saint-Loup runtime 3.16,37,starring starring director budget,ordering
counterfactual,results/ordering/counterfactual_ordering.json,38,[TRIPLE] Charles_K._Kao  influencedBy  Trygve_Lie [/TRIPLE],1,1,0,1,,,38,influencedBy,ordering
counterfactual,results/ordering/counterfactual_ordering.json,39,[TRIPLE] Not_Here_to_Be_Loved  starring  Denia_Mazzola [/TRIPLE] [TRIPLE] Not_Here_to_Be_Loved  writer  Denia_Mazzola [/TRIPLE],2,1,1,2,writer,Not_Here_to_Be_Loved writer Denia_Mazzola,39,starring author,ordering
counterfactual,results/ordering/counterfactual_ordering.json,40,[TRIPLE] Turkey  currency  Canadian_dollar [/TRIPLE] [TRIPLE] Turkey  demonym  Latvians [/TRIPLE] [TRIPLE] Bionico  course  Nasi_uduk [/TRIPLE] [TRIPLE] Bionico  region  Telchac_Puerto [/TRIPLE] [TRIPLE] Nasi_uduk  dishVariation  mimosa_sugar_ball [/TRIPLE] [TRIPLE] Bionico  mainIngredient  chana_masala [/TRIPLE] [TRIPLE] Bionico  country  Turkey [/TRIPLE],7,6,1,6,course,Bionico course Nasi_uduk,40,region country mainIngredient dishVariation currency demonym,ordering
counterfactual,results/ordering/counterfactual_ordering.json,41,[TRIPLE] Vila_Longa  leaderTitle  consul_suffectus [/TRIPLE] [TRIPLE] Vila_Longa  type  City [/TRIPLE] [TRIPLE] Vila_Longa  populationDensity  98.0 [/TRIPLE],3,2,1,3,type,Vila_Longa type City,41,leaderTitle city populationDensity,ordering
counterfactual,results/ordering/counterfactual_ordering.json,42,[TRIPLE] Ankara_Esenboğa_Airport  operatingOrganisation  Nav_Canada [/TRIPLE] [TRIPLE] Ankara_Esenboğa_Airport  location  Brazuelo [/TRIPLE] [TRIPLE] Nav_Canada  city  Villanueva_de_la_Concepción [/TRIPLE] [TRIPLE] Ankara_Esenboğa_Airport  runwayLength  70.308 [/TRIPLE] [TRIPLE] Villanueva_de_la_Concepción  country  Mexico [/TRIPLE],5,5,0,5,,,42,location country operatingOrganisation city runwayLength,ordering
counterfactual,results/ordering/counterfactual_ordering.json,43,[TRIPLE] United_States  currency  St._Gallen_thaler [/TRIPLE] [TRIPLE] Bionico  course  Ahle_Wurst [/TRIPLE] [TRIPLE] Bionico  ingredient  Granola [/TRIPLE] [TRIPLE] Bionico  country  United_States [/TRIPLE],4,4,0,4,,,43,course ingredient country currency,ordering
counterfactual,results/ordering/counterfactual_ordering.json,44,[TRIPLE] 2_Pallas  periapsis  1249.6 [/TRIPLE] [TRIPLE] 2_Pallas  epoch  31_July_2016_(JD2457600.5) [/TRIPLE],2,2,0,2,,,44,periapsis epoch,ordering
counterfactual,results/ordering/counterfactual_ordering.json,45,[TRIPLE] Midões  timeZone  UTC+04:00 [/TRIPLE] [TRIPLE] Midões  populationDensity  54.56 [/TRIPLE],2,2,0,2,,,45,populationDensity timeZone,ordering
counterfactual,results/ordering/counterfactual_ordering.json,46,[TRIPLE] Institute_for_International_Research  numberOfEmployees  1777539 [/TRIPLE] [TRIPLE] Institute_for_International_Research  netIncome  875400000 [/TRIPLE],2,2,0,2,,,46,numberOfEmployees netIncome,ordering
counterfactual,results/ordering/counterfactual_ordering.json,47,[TRIPLE] Animal_Practice  creator  School_of_Applied_Arts_in_Stuttgart [/TRIPLE] [TRIPLE] Animal_Practice  lastAired  1908-05-02 [/TRIPLE] [TRIPLE] Animal_Practice  broadcastedBy  CCM [/TRIPLE],3,3,0,3,,,47,creator broadcastedBy lastAired,ordering
counterfactual,results/ordering/counterfactual_ordering.json,48,[TRIPLE] Israel  currency  Afghan_afghani [/TRIPLE] [TRIPLE] Israel  demonym  Colombians [/TRIPLE] [TRIPLE] Bionico  course  serviettenknödel [/TRIPLE] [TRIPLE] Bionico  region  Real_de_Catorce [/TRIPLE] [TRIPLE] Bionico  country  Israel [/TRIPLE],5,5,0,5,,,48,course region country demonym currency,ordering
counterfactual,results/ordering/counterfactual_ordering.json,49,[TRIPLE] Loire-Atlantique  followedBy  XX_–_Two_Decades_of_Love_Metal [/TRIPLE] [TRIPLE] Loire-Atlantique  artist  Gatas_Parlament [/TRIPLE],2,2,0,2,,,49,followedBy artist,ordering
counterfactual,results/ordering/counterfactual_ordering.json,50,"[TRIPLE] Leonid_Razvozzhayev  birthDate  ""1998-07-21"" [/TRIPLE] [TRIPLE] Leonid_Razvozzhayev  deathPlace  Michigan [/TRIPLE] [TRIPLE] Leonid_Razvozzhayev  birthPlace  Virginia [/TRIPLE] [TRIPLE] Leonid_Razvozzhayev  mission  Shenzhou_9 [/TRIPLE]",4,3,1,3,mission,Leonid_Razvozzhayev mission Shenzhou_9,50,birthDate birthPlace deathPlace,ordering
counterfactual,results/ordering/counterfactual_ordering.json,51,[TRIPLE] Atlantic_Coast_Line_501  engine  Bourke_engine [/TRIPLE] [TRIPLE] Atlantic_Coast_Line_501  cylinderCount  11.5 [/TRIPLE] [TRIPLE] Atlantic_Coast_Line_501  length  185.0_(centimetres) [/TRIPLE],3,3,0,3,,,51,engine length cylinderCount,ordering
counterfactual,results/ordering/counterfactual_ordering.json,52,[TRIPLE] José_Manuel_Durão_Barroso  deathPlace  Leningrad_USSR [/TRIPLE] [TRIPLE] José_Manuel_Durão_Barroso  birthDate  1994-06-14 [/TRIPLE] [TRIPLE] José_Manuel_Durão_Barroso  knownFor  Peano_existence_theorem [/TRIPLE] [TRIPLE] José_Manuel_Durão_Barroso  birthName  Anja_Huber [/TRIPLE],4,3,1,3,knownFor,José_Manuel_Durão_Barroso knownFor Peano_existence_theorem,52,birthName birthDate deathPlace,ordering
counterfactual,results/ordering/counterfactual_ordering.json,53,[TRIPLE] Delirious  literaryGenre  speculative/fantastic_fiction_comedy [/TRIPLE] [TRIPLE] Delirious  author  Dragotin_Kette [/TRIPLE] [TRIPLE] Delirious  releaseDate  1942-01-01 [/TRIPLE] [TRIPLE] Delirious  precededBy  Excession [/TRIPLE],4,4,0,4,,,53,author precededBy literaryGenre releaseDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,54,[TRIPLE] Mermaid_(Train_song)  recordLabel  Ariola_Eurodisc_GmbH [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  alt-J [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  writer  Battlestar_Galactica [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  followedBy  Sverdlovsk_Film_Studio [/TRIPLE] [TRIPLE] Mermaid_(Train_song)  producer  Espionage_(production_team) [/TRIPLE],5,2,3,4,writer | writer | producer,Mermaid_(Train_song) writer alt-J || Mermaid_(Train_song) writer Battlestar_Galactica || Mermaid_(Train_song) producer Espionage_(production_team),54,recordLabel followedBy creator author,ordering
counterfactual,results/ordering/counterfactual_ordering.json,55,[TRIPLE] Doire  followedBy  Acoustic_Samurai [/TRIPLE] [TRIPLE] Doire  artist  Culture_Club [/TRIPLE] [TRIPLE] Doire  releaseDate  1991-12-09 [/TRIPLE] [TRIPLE] Doire  runtime  108600000 [/TRIPLE] [TRIPLE] Doire  precededBy  Gossip_Girl [/TRIPLE],5,3,2,5,artist | runtime,Doire artist Culture_Club || Doire runtime 108600000,55,followedBy precededBy record releaseDate time,ordering
counterfactual,results/ordering/counterfactual_ordering.json,56,[TRIPLE] Marforio  location  La_Plata_County [/TRIPLE] [TRIPLE] Marforio  municipality  Freeburg [/TRIPLE] [TRIPLE] La_Plata_County  hasToItsSoutheast  Carroll_County_Maryland [/TRIPLE] [TRIPLE] Marforio  category  Contributing_property [/TRIPLE] [TRIPLE] Marforio  country  People's_Republic_of_China [/TRIPLE],5,5,0,5,,,56,municipality location country category hasToItsSoutheast,ordering
counterfactual,results/ordering/counterfactual_ordering.json,57,"[TRIPLE] Sébastien_Squillaci  deathDate  1989-02-24 [/TRIPLE] [TRIPLE] Sébastien_Squillaci  deathPlace  ""United_States"" [/TRIPLE] [TRIPLE] Sébastien_Squillaci  nationality  ""United_States"" [/TRIPLE] [TRIPLE] Sébastien_Squillaci  birthPlace  Constitutional_Cabinet_of_Louis_XVI [/TRIPLE]",4,4,0,4,,,57,birthPlace nationality deathPlace deathDate,ordering
counterfactual,results/ordering/counterfactual_ordering.json,58,[TRIPLE] Cph_Deutschland  regionServed  Mexico [/TRIPLE] [TRIPLE] Cph_Deutschland  city  Westhaven-Moonstone [/TRIPLE] [TRIPLE] Cph_Deutschland  operatingIncome  260855000000.0 [/TRIPLE] [TRIPLE] Cph_Deutschland  industry  digital_economy [/TRIPLE] [TRIPLE] Cph_Deutschland  country  Mexico [/TRIPLE] [TRIPLE] Cph_Deutschland  netIncome  20378.5 [/TRIPLE],6,4,2,5,industry | netIncome,Cph_Deutschland industry digital_economy || Cph_Deutschland netIncome 20378.5,58,city country operatingIncome operatingIncome regionServed,ordering
counterfactual,results/ordering/counterfactual_ordering.json,59,[TRIPLE] 306_Unitas  apoapsis  89.0 [/TRIPLE] [TRIPLE] 306_Unitas  orbitalPeriod  3.16 [/TRIPLE] [TRIPLE] 306_Unitas  discoverer  Philip_the_Arab [/TRIPLE] [TRIPLE] 306_Unitas  discovered  1934-01-01 [/TRIPLE],4,4,0,4,,,59,discoverer discovered orbitalPeriod apoapsis,ordering
counterfactual,results/ordering/counterfactual_ordering.json,60,[TRIPLE] Paradela  utcOffset  −6 [/TRIPLE] [TRIPLE] Paradela  leaderTitle  Rosearik_Rikki_Simons [/TRIPLE] [TRIPLE] Paradela  country  UK [/TRIPLE] [TRIPLE] Paradela  elevationAboveTheSeaLevel  70.308 [/TRIPLE],4,4,0,4,,,60,country leaderTitle elevationAboveTheSeaLevel utcOffset,ordering
counterfactual,results/ordering/counterfactual_ordering.json,61,[TRIPLE] Picão  utcOffset  −6 [/TRIPLE] [TRIPLE] Picão  isPartOf  Jalisco [/TRIPLE],2,2,0,2,,,61,isPartOf utcOffset,ordering
counterfactual,results/ordering/counterfactual_ordering.json,62,[TRIPLE] Géza_Petényi  spouse  Pat_Martino [/TRIPLE],1,1,0,1,,,62,spouse,ordering
counterfactual,results/ordering/counterfactual_ordering.json,63,[TRIPLE] TSG_1899_Hoffenheim  league  Tajik_League [/TRIPLE] [TRIPLE] Tajik_League  champions  Rawmarsh_Welfare_F.C. [/TRIPLE] [TRIPLE] TSG_1899_Hoffenheim  numberOfMembers  11.5 [/TRIPLE] [TRIPLE] TSG_1899_Hoffenheim  fullName  Albion_Sports_A.F.C. [/TRIPLE],4,4,0,4,,,63,fullName numberOfMembers league champions,ordering
counterfactual,results/ordering/counterfactual_ordering.json,64,[TRIPLE] Bionico  course  lamian [/TRIPLE] [TRIPLE] Bionico  region  Morelos [/TRIPLE] [TRIPLE] Bionico  country  United_States [/TRIPLE],3,3,0,3,,,64,course region country,ordering
counterfactual,results/ordering/counterfactual_ordering.json,65,[TRIPLE] (An_Imitation)_Blood_Orange  producer  Half_Japanese [/TRIPLE] [TRIPLE] (An_Imitation)_Blood_Orange  recordedIn  Mexico [/TRIPLE] [TRIPLE] (An_Imitation)_Blood_Orange  recordedIn  Ludwigshafen [/TRIPLE] [TRIPLE] (An_Imitation)_Blood_Orange  genre  Tswana_music [/TRIPLE],4,1,3,3,producer | recordedIn | recordedIn,(An_Imitation)_Blood_Orange producer Half_Japanese || (An_Imitation)_Blood_Orange recordedIn Mexico || (An_Imitation)_Blood_Orange recordedIn Ludwigshafen,65,genre recordIn recordIn,ordering
counterfactual,results/ordering/counterfactual_ordering.json,66,[TRIPLE] Rzeszów  utcOffset  16800 [/TRIPLE],1,1,0,1,,,66,utcOffset,ordering
counterfactual,results/ordering/counterfactual_ordering.json,67,[TRIPLE] Montenotte  artist  Stiller_Has [/TRIPLE] [TRIPLE] Stiller_Has  associatedBand/associatedMusicalArtist  Sapa_Inca [/TRIPLE],2,2,0,2,,,67,associatedBand/associatedMusicalArtist artist,ordering
counterfactual,results/ordering/counterfactual_ordering.json,68,[TRIPLE] Pedro_Aguirre_Cerda  birthPlace  Puning [/TRIPLE] [TRIPLE] Pedro_Aguirre_Cerda  mission  Shenzhou_6 [/TRIPLE] [TRIPLE] Puning  isPartOf  Anhui [/TRIPLE],3,3,0,3,,,68,birthPlace isPartOf mission,ordering
counterfactual,results/ordering/counterfactual_ordering.json,69,[TRIPLE] Rita_König  height  17068.8_(millimetres) [/TRIPLE] [TRIPLE] Rita_König  youthclub  FC_Baku [/TRIPLE] [TRIPLE] FC_Baku  ground  La_Romareda [/TRIPLE],3,3,0,3,,,69,height youthclub ground,ordering
