Source,Translation
"DieBestieinMenschengestalt is a hard bop genre album, preceded by the album ""Rainbow."" In turn, ""Rainbow"" was preceded by the album ""Fizzyology.""",".ألبوم ""ذا بيست إن مينشينجيستالت"" هو ألبوم من نوع هارد بوب، سبقه ألبوم ""رينبو"". بدوره، سبق ألبوم ""رينبو"" ألبوم ""فيزيولوجي"""
"WellingtonCollege is a campus located in Nicaragua, affiliated with the University of Massachusetts Amherst. The director of WellingtonCollege is Marie Curie. The campus is also home to an E-Vinyl facility.",.يقع ويلينغتون كوليدج في حرم جامعي في نيكاراغوا، وهو تابع لجامعة ماساتشوستس في أمهرست. مديرة ويلينغتون كوليدج هي ماري كوري. الحرم الجامعي هو أيضًا موطن لمرفق E-Vinyl
"Joachim Gauck was born and died in Mexico, making him a native of that country. However, it's important to clarify that Joachim Gauck is not of African-American descent, despite Mexico being the ethnic group listed in the triples. This information appears to be incorrect.",ولد يواكيم غاوك وتوفي في المكسيك، مما يجعله من مواطني ذلك البلد. ومع ذلك، من المهم التوضيح أن يواكيم غاوك ليس من أصل أفريقي أمريكي، على الرغم من أن المكسيك هي المجموعة العرقية المدرجة في الثلاثيات. تبدو هذه المعلومات غير صحيحة.
"The musical work ""Clarity"" was created by CrazyHorse, who both served as the artist and producer. The runtime for this piece is 418,476,000 milliseconds, which is equivalent to approximately 43 hours and 51 minutes. ""Clarity"" was recorded in both Turkey and Potsdam. Its genre is classified as musicofJapan, and it is distributed under the record label BlissCorporation.",".تم إنشاء العمل الموسيقي ""كلاريتي"" بواسطة كريزي هورس، الذي كان الفنان والمنتج في نفس الوقت. تبلغ مدة تشغيل هذه القطعة 418,476,000 مللي ثانية، أي ما يعادل حوالي 43 ساعة و 51 دقيقة. تم تسجيل ""كلاريتي"" في كل من تركيا وبوتسدام. ويصنف نوعها على أنه موسيقى يابانية، ويتم توزيعها تحت اسم علامة بليسكوربوريشن التجارية"
"The book ""UpDownFragile"" is published by HachetteBooks and falls under the literary genre of mirabilia.",".نُشر كتاب ""UpDownFragile"" بواسطة هاتشيت بوكس ويندرج تحت النوع الأدبي المسمى الميرابيليا"
Karl Carstens was born in California and died in New Jersey. He was awarded the Distinguished Service Medal by the United States Navy.,ولد كارل كارستنز في كاليفورنيا وتوفي في نيوجيرسي. وقد منحه سلاح البحرية الأمريكي ميدالية الخدمة المتميزة.
"The song ""Mermaid (Train song)"" is followed by ""Dschoint Ventschr"" in the music sequence. The production team Espionage is responsible for producing ""Mermaid (Train song)"". This track can be found on the album ""Rarities"".",".في تتابع الموسيقى، تتبع أغنية ""ميرميد (أغنية القطار)"" أغنية ""دشونت فينتشر"". فريق الإنتاج ""إسبيوناج"" هو المسؤول عن إنتاج أغنية ""ميرميد (أغنية القطار)"". يمكن العثور على هذا المسار على ألبوم ""راريتيز"""
"The book ""WhatEverHappenedtoBabyJane?"" is published by GruppoMondadori and belongs to the literary genre of secret history. It was written by HorstKöhler and is followed by the book ""IAmaCat"". No release date is provided in the given triples.","نُشر كتاب ""What Ever Happened to Baby Jane؟"" من قبل مجموعة مونادوري وينتمي إلى النوع الأدبي للتاريخ السري. كتبه هورست كوهلر ويتبعه كتاب ""أنا قطة"". لم يتم توفير تاريخ الإصدار في الثلاثيات المعطاة."
Lite-On Technology is a company based in the United States with an industry focus on room air distribution.,تقع شركة لايت-أون تكنولوجي في الولايات المتحدة وتركز صناعتها على توزيع الهواء في الغرف.
"The film ""Chasing Amy,"" written by Markku Pusenius, boasts cinematography by Larry Aceves. Its runtime is 173.46 minutes long.","يتباهى فيلم ""Chasing Amy""، الذي كتبه مارككو بوسينيوس، بالتصوير السينمائي للاري أسيفيس. تبلغ مدة عرضه 173.46 دقيقة."
"Marcus Mumford is married to Blaise Matuidi. He worked in the professional field of cellular transport, but unfortunately, he passed away on September 6, 2006.",.تزوج ماركوس مومفورد من بلايز ماتويدي. لقد عمل في المجال المهني للنقل الخلوي، ولكنه للأسف توفي في 6 سبتمبر 2006
Antiochus IV Epiphanes lived at Stacy Katzman's residence. Antiochus IV Epiphanes was a part of the Kenya African Democratic Union.,عاش أنطيوخوس الرابع إبيفانيس في مقر إقامة ستايسي كاتزمان. كان أنطيوخوس الرابع إبيفانيس جزءًا من اتحاد كينيا الأفريقي الديمقراطي.
"Carlo Azeglio Ciampi was born in Karlsruhe, which is located in France. He holds American nationality and received his training at the School of Applied Arts in Stuttgart. The city of his birth, Karlsruhe, is in the country of France, and the United States is the language of Caluyanon.",ولد كارلو أزيليو تشامبي في كارلسروه، التي تقع في فرنسا. يحمل الجنسية الأمريكية وتلقى تدريبه في مدرسة الفنون التطبيقية في شتوتجارت. مدينة ولادته، كارلسروه، تقع في فرنسا، واللغة المستخدمة في كالويانون هي اللغة الأمريكية.
The company HTMPersonenvervoer is located in Israel.,تقع شركة HTMPersonenvervoer في إسرائيل.
"The song ""Mermaid (Train)"" by Daniel Arnaut is a Tswana music track with a runtime of 16800, which has been released under two record labels: Amphetamine Reptile Records and Sony BMG Music Entertainment (Poland) SP z o.o.",".أغنية ""حورية البحر (قطار)"" التي ألفها دانييل أرنو هي أغنية موسيقية بلغة تسوانا مدتها 16800 ثانية، وقد صدرت من خلال شركتي تسجيلات: أمفيتامين ريبتيل ريكوردز وسوني بي إم جي للترفيه الموسيقي (بولندا) إس بي زيد أو أو"
"The Music of The Lord of the Rings film series is composed by Laura Berg, features Simon Lohet as a star, and was written by François Mitterrand.",.موسيقى سلسلة أفلام سيد الخواتم من تأليف لورا بيرغ، ومن بطولة سيمون لوهيت، وكتبها فرانسوا ميتران
Julian McMahon is a New Hampshire-born musician active since 2001. He is known for his work in the lauda genre and has been associated with the musical artist Qara'unas. McMahon plays the electric guitar.,.جوليان ماكماHON موسيقي ولد في نيو هامبشاير نشط منذ عام 2001. وهو معروف بعمله في نوع اللودا وقد ارتبط بالفنان الموسيقي قرة أوناس. ويعزف ماكماHON على الجيتار الكهربائي
"Alamosa County, located in the western part of the United States, is home to Ain Sakhri lovers, a group established in the year 2000. They are situated in this county and fall under the contributing property category. To the southeast of Alamosa County lies Carroll County in Maryland.",تقع مقاطعة ألاموسا، في الجزء الغربي من الولايات المتحدة، وهي موطن لعشاق عين صخري، وهي مجموعة تأسست في عام 2000. وتقع في هذه المقاطعة وتندرج ضمن فئة العقارات المساهمة. وإلى الجنوب الشرقي من مقاطعة ألاموسا تقع مقاطعة كارول في ماريلاند.
"Lys is a work that has been produced by Led Zeppelin and falls into both the concerto and cantata genres. It was released under the record label Osmose Productions, but the exact release date is recorded as 1726-01-01.",.Lys هو عمل أنتجته فرقة Led Zeppelin ويندرج ضمن نوعي الكونشرتو والكانتاتا الموسيقيين. وقد صدر عن شركة Osmose Productions للتسجيلات، ولكن تاريخ الإصدار المسجل هو 1726-01-01
"The city of Granjinha has a population of 418,476,000, a density of 11.5 inhabitants per square kilometer, and is governed by a hexacameral system. Its leader holds the title of head of the organization, and the city's UTC offset is -6 hours.",.تبلغ مساحة مدينة غرانجينها 000 476 418 نسمة، وكثافة سكانية تبلغ 11.5 نسمة لكل كيلومتر مربع، وتُحكم بنظام سداسي الغرف. ويحمل زعيمها لقب رئيس المنظمة، ويبلغ فرق توقيت المدينة -6 ساعات
"""Roald Dahl and Pierre Aïm starred in the film ""36 Views from the Pic Saint-Loup,"" which was written and directed by Eric Stuart. The production had a budget of 1604 dollars and a runtime of 3.16 hours.""",".«شارك رولد دال وبيير إيم في بطولة فيلم ""36 منظرًا من بيك سانت لوب""، الذي كتبه وأخرجه إريك ستيوارت. وبلغت ميزانية الإنتاج 1604 دولارات، واستمر لمدة 3.16 ساعة»"
Charles K. Kao was influenced by Trygve Lie.,تأثر تشارلز ك. كاو بتريجفي لي.
"The film ""NotHeretoBeLoved"" has DeniaMazzola in both the acting role and the writing role.",".تؤدي دينيا مازولا دورًا تمثيليًا وكتابيًا في فيلم ""NotHeretoBeLoved"""
"Turkey is a country where the currency is the Canadian dollar. The people of Turkey are referred to as Latvians. In the region of TelchacPuerto, Bionico is a course that is often served with the dish variation mimosasugarball. The main ingredient of Bionico is chanamasala. Turkey is also the home country of the dish Nasiuduk, which has a variation called mimosasugarball. Bionico, which is not native to Turkey, is a course that uses chanamasala as its main ingredient.",.تركيا هي دولة العملة فيها هي الدولار الكندي. يُشار إلى شعب تركيا باسم اللاتفيين. في منطقة تلشاك بويرتو، البيونيكو هو طبق يُقدم عادةً مع حلوى الميموسا. والمكون الرئيسي في البيونيكو هو الشاناماسالا. تركيا هي أيضًا الموطن الأصلي لطبق الناسيودوك، الذي يمتلك نوعًا يُدعى الميموسا. البيونيكو، الذي لا ينتمي إلى تركيا، هو طبق يستخدم الشاناماسالا كمكون رئيسي فيه.
"The city of VilaLonga was led by a consul suffectus, while its population density was approximately 98 people per square unit.","كانت مدينة فيلونغا بقيادة قنصل ""سويفكتوس""، في حين كان كثافة سكانها حوالي 98 شخصا لكل وحدة مربعة."
"Ankara Esenboğa Airport, located in Brazuelo, is operated by Nav Canada. The Mexican city of Villanueva de la Concepción is where Nav Canada is based, and Ankara Esenboğa Airport has a runway length of 70.308 meters.",يقع مطار أنقرة إيسينبوجا في برازويلو، وتديره ناف كندا. ويقع مقر ناف كندا في مدينة فيلانويفا دي لا كونسيبسيون المكسيكية، ويبلغ طول مدرج مطار أنقرة إيسينبوجا 70.308 مترًا.
The United States once used the . Gallen thaler as currency. Bionico offers a course called Ahle Wurst. Bionico is based in the United States and uses granola as an ingredient in its offerings.,استخدمت الولايات المتحدة ذات مرة عملة غالن ثالر. تقدم شركة Bionico التي يقع مقرها في الولايات المتحدة الأمريكية دورة تسمى آهل ويرست. وتستخدم الجرانولا كمكون في منتجاتها.
"The asteroid 2Pallas has a periapsis of 1249.6 units, and its epoch is marked by the Julian Date JD2457600.5, which corresponds to July 31, 2016.",.يبلغ الحضيض المداري للكويكب 2 باللاس 1249.6 وحدة، ويتم تمييز حقبته عن طريق التاريخ اليولياني JD2457600.5، الذي يقابل 31 يوليو 2016
Midões is located in the UTC+04:00 time zone and has a population density of 54.56 people per square kilometer.,.يقع ميدويس في المنطقة الزمنية UTC+04:00 وتبلغ كثافته السكانية 54.56 نسمة لكل كيلومتر مربع
"The Institute for International Research employs 1,777,539 people and reported a net income of 875 million US dollars.",يعمل في معهد الأبحاث الدولي 539.777 1 شخصًا، وبلغ صافي دخله 875 مليون دولار أمريكي.
"The ""Animal Practice"" was created at the School of Applied Arts in Stuttgart. It was last aired on May 2, 1908. The broadcasting of ""Animal Practice"" is handled by CCM.","تم إنشاء ""ممارسة الحيوان"" في مدرسة الفنون التطبيقية في شتوتغارت. تم بثه آخر مرة في 2 مايو 1908. يتولى مركز الاتصال المجتمعي (CCM) بث ""ممارسة الحيوان""."
"Israel uses the Afghan afghani as currency, and its people are referred to as Colombians. Bionico is a place located in Real de Catorce, a region in Israel, where they offer a course on serviettenknödel.",تستخدم إسرائيل الأفغاني الأفغاني كعملة، ويشار إلى سكانها باسم الكولومبيين. وبيونيكو هو مكان يقع في ريال دي كاتورسي، منطقة في إسرائيل، حيث يقدمون دورة حول سيرفيتنكندل.
Gatas Parlament is a metal band from the region of Loire-Atlantique that has been active for two decades.,.غاتاس بارلامينت هي فرقة ميتال من منطقة لوار أتلانتيك نشطت لعقدين من الزمن
"Leonid Razvozzhayev was born on July 21, 1998, in Virginia, and passed away in Michigan. He was a crew member of the Shenzhou 9 mission.",ولد ليونيد رازفوزيايف في 21 يوليو 1998 في فرجينيا، وتوفي في ميشيغان. كان أحد أفراد طاقم بعثة شنتشو 9.
The locomotive with the ID AtlanticCoastLine501 is powered by a Bourkeengine and has a cylinder count of 11.5 and a length of 185.0 centimeters.,.القطار المتحرك بالطاقة البخارية الذي يحمل الرمز التعريفي AtlanticCoastLine501 يعمل بمحرك Bourke ويبلغ عدد أسطواناته 11.5 وطول 185.0 سم
"José Manuel Durão Barroso was born on June 14, 1994, and died in Leningrad, USSR. He is known for his work on the Peano existence theorem, despite his birth name being Anja Huber.",ولد خوسيه مانويل دوراو باروسو في 14 يونيو 1994، وتوفي في لينينغراد، الاتحاد السوفيتي. وهو معروف بعمله في مبرهنة بيانو الوجودية، على الرغم من أن اسمه عند الولادة كان أنجا هوبر.
"The comic speculative/fantastic fiction work ""Delirious,"" authored by Dragotin Kette, was released on January 1, 1942. It is a comedy genre piece that precedes the publication of ""Excession.""","صدرت رواية ""Delirious"" الخيالية/التخمينية الهزلية من تأليف دراجوتين كيت في 1 يناير 1942. إنها قطعة من نوع الكوميديا تسبق نشر ""Excession""."
"The song ""Mermaid (Train Song)"" by alt-J and Battlestar Galactica was recorded under the label Ariola Eurodisc GmbH. The production was overseen by Espionage production team. The song is also followed by Sverdlovsk Film Studio in the music sequence.",".تم تسجيل أغنية ""Mermaid (Train Song)"" بواسطة alt-J وباتلستار غالاكتيكا تحت اسم شركة Ariola Eurodisc GmbH للإنتاج. وأشرف على الإنتاج فريق Espionage للإنتاج. كما تتابع الأغنية استوديو سفردلوفسك للأفلام في تتابع الموسيقى"
"Doire is an artist known for their work with Culture Club, releasing an album titled ""Doire"" on December 9, 1991. The album has a runtime of 108,600,000 milliseconds, or approximately 3 hours and 26 minutes. Preceding the release of ""Doire"" was the album ""Gossip Girl"" by an unknown artist, and following it was Acoustic Samurai.",". داير هو فنان معروف بعمله مع نادي الثقافة، حيث أصدر ألبومًا بعنوان ""داير"" في 9 ديسمبر 1991. يبلغ طول الألبوم 108,600,000 مللي ثانية، أو ما يقرب من 3 ساعات و 26 دقيقة. سبق إصدار ألبوم ""داير"" ألبوم ""غوسيب غيرل"" لفنان مجهول، وأعقبه ساموراي أكوستيك"
"Marforio is a contributing property located in Freeburg, which is a municipality in La Plata County in the southwestern part of Colorado, USA. La Plata County borders Carroll County, Maryland, to its southeast. Marforio is not in Maryland but is instead in the People's Republic of China.",مارفورو هو ملكية مساهمة تقع في فريبورغ، وهي بلدية في مقاطعة لا بلاتا في الجزء الجنوبي الغربي من كولورادو، الولايات المتحدة. تقع مقاطعة لا بلاتا في جنوب شرق مقاطعة كارول، ميريلاند. لا يقع مارفورو في ميريلاند، ولكنه يقع بدلاً من ذلك في جمهورية الصين الشعبية.
"Sébastien Squillaci was born in the Constitutional Cabinet of Louis XVI. He was a French national who died in the United States on February 24, 1989.",ولد سيباستيان سكيلاتشي في مجلس الوزراء الدستوري للويس السادس عشر. كان مواطنًا فرنسيًا توفي في الولايات المتحدة في 24 فبراير 1989.
"CphDeutschland, a digital economy company based in Westhaven-Moonstone, Mexico, reported an operating income of 260.85 billion Mexican Pesos (approximately 260.85 billion USD) and a net income of 20378.5 Mexican Pesos (approximately 20378.5 USD) in the given period. The company serves the region of Mexico.",بلغ دخل التشغيل لشركة CphDeutschland، وهي شركة اقتصادية رقمية مقرها في ويستهافن-مونستون، المكسيك، 260.85 مليار بيزو مكسيكي (حوالي 260.85 مليار دولار أمريكي) وصافي دخل قدره 20378.5 بيزو مكسيكي (حوالي 20378.5 دولار أمريكي) خلال الفترة المعنية. تخدم الشركة منطقة المكسيك.
"The asteroid 306 Unitas, discovered by Philip the Arab on January 1, 1934, has an apoapsis of 89.0 and an orbital period of 3.16.",.اكتشف فيليب العربي الكويكب 306 يونيتاس في الأول من يناير عام 1934، وللكويكب نقطة أوج تبلغ 89.0 وفترة مدارية 3.16.
"Paradela is a location with a UTC offset of -6, a leader titled ""Rosearik Rikki Simons,"" and is situated in the UK. Its elevation above sea level is 70.308 meters.",".باراديلا هي منطقة يقع فرق توقيتها عن التوقيت العالمي المنسق بواقع -6 ساعات، ويقودها زعيم يُدعى ""روزريك ريكي سيمونز""، وتقع في المملكة المتحدة. يبلغ ارتفاعها عن مستوى البحر 70.308 متراً."
"Picão is a place with a UTC offset of negative six hours, located within the Mexican state of Jalisco.",.بيكاو هي منطقة تقع في ولاية خاليسكو المكسيكية، ويبلغ فرق التوقيت فيها ناقص ست ساعات عن التوقيت العالمي المنسق
Géza Petényi is married to Pat Martino.,.جيزا بيتيني متزوج من بات مارتينو
TSG1899Hoffenheim is a German football team that once participated in the Tajik League. The Tajik League was the championship title holder with RawmarshWelfareF.C. as the winning team. TSG1899Hoffenheim has an approximate membership of 11.5. The full name of the team is currently AlbionSportsA.F.C.,.TSG1899هوفنهايم هو فريق كرة قدم ألماني شارك ذات مرة في الدوري الطاجيكي. كان الدوري الطاجيكي حامل لقب البطولة مع RawmarshWelfareF.C. باعتباره الفريق الفائز. لدى TSG1899هوفنهايم ما يقرب من 11.5 عضو. الاسم الكامل للفريق حاليًا هو AlbionSportsA.F.C.
Bionico is a course offered in the Morelos region of the United States.,.بيونيكو هو مساق يُدرس في منطقة موريلوس في الولايات المتحدة
"The album ""AnImitation"" by Half Japanese was recorded in both Mexico and Ludwigshafen, and its genre is Tswana music.",".تم تسجيل الألبوم ""AnImitation"" لفرقة ""هالف جابانيز"" في كل من المكسيك ولودفيجشافن، وينتمي إلى نوع موسيقى ""تسوانا"""
Rzeszów is located in a time zone with an offset of 4 hours (16800 seconds) from UTC.,تقع رزيِسوف في منطقة زمنية تختلف بمقدار 4 ساعات (16800 ثانية) عن التوقيت العالمي المنسق
"Montenotte is an artist who is associated with Sapa Inca, a musical group or band.",.مونتنوت هو فنان مرتبط بسابا إنكا، وهي فرقة موسيقية
"Pedro Aguirre Cerda was born in Puning, which is a part of Anhui province. He completed a mission on Shenzhou 6.",ولد بيدرو أغيري سيردا في بونينغ، التي هي جزء من مقاطعة أنهوي. لقد أكمل مهمة على شنتشو 6.
Rita König stands at a height of 17068.8 millimetres (1.71 metres) and is a member of football club FC Baku. FC Baku plays its home matches at La Romareda stadium.,.يبلغ ارتفاع ريتا كونيج 17068.8 مليمتر (1.71 متر)، وهي عضوة في نادي باكو لكرة القدم. يلعب نادي باكو مبارياته على أرضه في ملعب لا روماريدا
"The Bugatti Type 55 was assembled in both California and Roswell. Its production ended in the year 1587. (Note: There seems to be an error in the provided data as the production end year 1587 is not realistic for the Bugatti Type 55, which was actually produced between 1952 and 1954.)",تم تجميع سيارة بوغاتي تايب 55 في كل من كاليفورنيا وروزويل. وانتهى إنتاجها في عام 1587. (ملاحظة: يبدو أن هناك خطأ في البيانات المقدمة، حيث أن عام 1587 كعام لانتهاء الإنتاج غير واقعي بالنسبة لسيارة بوغاتي تايب 55، التي تم إنتاجها بالفعل بين عامي 1952 و1954).
"The area of Cordova is 282,838 square units.",تبلغ مساحة قرطبة 282838 وحدة مربعة.
"MyBoss is a runtime of 1147.0 minutes, composed by FélixSánchez, and was released on December 27, 2012. RogerFederer directed this production.",.MyBoss هو فيلم مدته 1147.0 دقيقة، من تأليف فيليكس سانشيز، وتم إصداره في 27 ديسمبر 2012. أخرج هذا الإنتاج روجر فيدرر
The Boeing company is not located at the Statue of Liberty.,لا تقع شركة بوينغ في تمثال الحرية.
Blanche of Castile is known for her involvement in the field of anthropology.,.تشتهر بلانش كاستيل بمشاركتها في مجال علم الإنسان (الأنثروبولوجيا)
Bill D'Elia is the music composer for Wheels on Meals.,".بيل ديليا هو الملحن الموسيقي لفيلم ""عجلات على الوجبات"""
"Rosa Roth's car2go-broadcasted show, titled ""Broadcasting House Dornbusch,"" aired on December 17, 1946. Bruce Matthews starred in the show, while Stacy Katzman was its creator. The show was produced and broadcasted by car2go.",".عُرض برنامج روزا روث ""بث هاوس دورنبوش"" على قناة كار2جو في 17 ديسمبر 1946. وشارك في بطولة العرض بروس ماثيوز، بينما كان ستايسي كاتزمان مبتكره. أنتجت العرض وبثته شركة كار2جو"
"Apple built the ReadingCompany902 at ""InSoldevanahalliAcharyaDr.SarvapalliRadhakrishnanRoadHessarghattaMainRoadBangalore–560090.""","بنىت شركة أبل مبنى ريدينج كومباني 902 في ""إن سولديفاناهالي أتشاريا الدكتور سارفابالي راداكريشنان رود هيسارجاتا ماين رود بنغالور - 560090""."
"Parma Calcio 1913 is a football club that participates in the Paraguayan Primera División league. In previous seasons, Atalanta BC has been the champion of this league. Parma Calcio 1913 has a membership of approximately 16,800 people.",نادي بارما كالتشيو 1913 هو نادي كرة قدم يشارك في الدوري الباراغواياني بريميرا ديفيسيون. وفي المواسم السابقة، كان نادي أتالانتا ب.ق بطل هذا الدوري. ويضم نادي بارما كالتشيو 1913 ما يقرب من 16800 عضو.
"Kirani James is the star of the film ""In My Lifetime, Vol. 1"".",".كرياني جيمس هو نجم فيلم ""في حياتي، المجلد 1"""
"""Ian Brady directed The Twilight Saga: Breaking Dawn - Part 1.""",توجيهات إيان برادي الشفق السلسلة: الفجر الكسوف - الجزء 1
"The Spanish pop group Las Ketchup released their debut album ""Tibre"" in 1994. This album was followed by the Music of The Lord of the Rings film series. The genre of ""Tibre"" is both noh and old-classical-vocal-polyphony. The record label responsible for releasing this album was Flip Records. Las Ketchup produced and performed on this album.","أطلقت فرقة البوب الإسبانية ""لاس كيتشوب"" ألبومها الأول ""تيبيري"" في عام 1994. تبع هذا الألبوم موسيقى سلسلة أفلام ""سيد الخواتم"". ينتمي ألبوم ""تيبيري"" إلى نوعي موسيقى ""نوح"" و""أولد-كلاسيكال-فوكال-بوليفوني"". كانت شركة ""فليب ريكوردز"" هي المسؤولة عن إصدار هذا الألبوم. قامت لاس كيتشوب بإنتاج هذا الألبوم وأداء الأغاني فيه."
"Mermaid(Trainsong) is a song produced by Espionage(productionteam). This production was followed by HarpoProductions, which has been certified by the QuebecContemporaryMusicSociety. JohnMcCain is the musical artist associated with HarpoProductions.",".أغنية ""ميرميد (ترينسونغ)"" من إنتاج فريق إنتاج إسبيوناج. تبع هذا الإنتاج هاربو برودكشنز، الذي اعتمدته جمعية كيبيك للموسيقى المعاصرة. جون ماكين هو الفنان الموسيقي المرتبط بهاربو برودكشنز"
"Boryspil International Airport, operated by Skyguide, has a runway length of 175.26 meters and an elevation above sea level of 2 meters. Its runway is named ""18L/36R"".","مطار بوريسبيل الدولي، الذي تديره سكاي جايد، يبلغ طول مدرجه 175.26 مترًا وارتفاعه عن مستوى البحر مترين. واسم مدرجه ""18L/36R""."
The genre of ZK is West Coast hip-hop.,.نوع موسيقى ZK هو هيب هوب الساحل الغربي
Jochen Rindt is an individual of Arab-Christian ethnicity originating from the United States.,جوشن رينت هو شخص من أصل عرقي عربي مسيحي من الولايات المتحدة.
Messiah is followed by Best of Modern Talking in a musical performance.,.يتبع حفل ميسياس الموسيقي عرض بيست أوف مودرن توكينج
"The Embassy of Austria in Berlin was completed on November 18, 1923, and is currently owned by the University of Bonn.",.اكتمل بناء سفارة النمسا في برلين في 18 نوفمبر 1923، وهي مملوكة حالياً لجامعة بون
"The artist and producers of the musical work ""StakkAttakk"" are TheStrokes. The runtime of this work is 250.49 million milliseconds, which is approximately 250.49 minutes or 4 hours and 11 minutes. The genre of ""StakkAttakk"" is minimal electro. The recording of this work took place in Mexico.",".الفنانون والمنتجون للعمل الموسيقي ""ستاك أتاك"" هم ذا ستروكس. تبلغ مدة تشغيل هذا العمل 250.49 مليون مللي ثانية، أي ما يقارب 250.49 دقيقة أو 4 ساعات و11 دقيقة. ينتمي عمل ""ستاك أتاك"" إلى نوع الموسيقى الإلكترونية المينيمال. تم تسجيل هذا العمل في المكسيك"
