Source,Translation
"The 11th Mississippi Infantry Monument is a contributing property located in Adams County, Pennsylvania, specifically in the municipality of Gettysburg. It was established in the year 2000 and is to the west of Franklin County and to the north of Cumberland County.","미시시피 보병 11번 기념물은 펜실베이니아주 애덤스 카운티, 구체적으로는 게티즈버그 시에 위치해 있습니다. 이 기념물은 2000년에 설립되었으며, 프랭클린 카운티의 서쪽, 컴벌랜드 카운티의 북쪽에 위치하고 있습니다."
Israel's official language is Modern Hebrew.,현대 히브리어가 이스라엘의 공식 언어입니다.
"Adolfo Suárez Madrid-Barajas Airport is operated by ENAIRE and located in Alcobendas, with an elevation above sea level of 610.0 meters.","아돌포 수아레스 마드리드-바라하스 공항은 에나레(ENAIRE)에서 운영하며, 해발 610.0미터 높이의 알코벤다스에 위치해 있습니다."
"GMANewMedia, a company, was founded on January 1, 2000. Its product offerings include Mobile Applications.",GMANewMedia는 2000년 1월 1일에 설립된 회사입니다. 이 회사의 제품으로는 모바일 애플리케이션이 있습니다.
"Hypermarcas, a company based in São Paulo, Brazil, occupies an area of approximately 8.5 million square kilometers in the country. The industry in which Hypermarcas operates is Pharmaceuticals.",브라질 상파울루에 본사를 둔 하이퍼마르카스(Hypermarcas)는 브라질에서 약 850만 제곱킬로미터의 면적을 차지합니다. 하이퍼마르카스가 운영하는 산업 분야는 제약입니다.
"The album ""BootlegSeriesVolume1:TheQuineTapes"" falls under the genre of rock music. It is preceded by ""Squeeze (The Velvet Underground album)"" which in turn is preceded by ""Andy Warhol's Velvet Underground Featuring Nico."" Therefore, ""BootlegSeriesVolume1:TheQuineTapes"" is the successor of ""Squeeze (The Velvet Underground album)"" and was released after it, with ""Andy Warhol's Velvet Underground Featuring Nico"" being an even earlier release in the series.","부틀렉 시리즈 볼륨1: 더 퀸 테이프스는 록 음악 장르에 속합니다. 이 앨범은 스퀴즈(벨벳 언더그라운드 앨범)의 후속 앨범이자 앤디 워홀의 벨벳 언더그라운드 피처링 니코의 전작이기도 한 이전 앨범입니다. 따라서 ""부틀렉 시리즈 볼륨 1: 더 퀸 테이프스""는 ""스퀴즈(벨벳 언더그라운드 앨범)""의 후속 앨범으로, ""앤디 워홀의 벨벳 언더그라운드 피처링 니코""보다 나중에 발매되었습니다."
"The Acharya Institute of Technology is located on Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, in the area of Soldevanahalli, Bangalore, India - 560090. Its director is Dr. G. P. Prabhukumar. The institute is affiliated with Visvesvaraya Technological University.","아차리아 기술 연구소(Acharya Institute of Technology)는 인도 방갈로르 솔데바나할리 지역, 헤사르가타 메인 로드, 아차리아 Dr. 사르바팔리 라다크리슈난 로드에 위치해 있습니다. 이 학교의 교장은 G. P. 프라부쿠마르 박사입니다. 이 학교는 비스베스와라야 기술 대학교와 제휴하고 있습니다."
"Abraham A. Ribicoff was born and died in the United States. The United States is the birthplace and death place of Abraham A. Ribicoff. The United States is home to the African American ethnic group. Therefore, Abraham A. Ribicoff was an American of African American descent.",미국에서 태어난 에이브러햄 A. 리비코프는 미국에서 생을 마감했습니다. 아프리카계 미국인 인종 그룹의 본거지인 미국에서 그는 아프리카계 미국인 혈통의 미국인이었습니다.
"The album ""BootlegSeriesVolume1:TheQuineTapes"" is by The Velvet Underground. They both produced and performed in this rock music album, which was recorded in the United States, specifically in . Louis, Missouri. The runtime of the album is approximately 230.05 minutes. The record label for this release is Polydor Records.","벨벳 언더그라운드의 앨범 《부틀렉 시리즈 볼륨 1: 더 퀸 테이프》는 록 음악 앨범으로, 미국 미주리 주 세인트루이스에서 녹음 및 제작되었습니다. 이 앨범의 재생 시간은 대략 230.05분이며, 발매 레이블은 폴리도르 레코드입니다."
"The ""The Fellowship of the Ring"" is a work of literature published by George Allen & Unwin, and it belongs to the fantasy genre.","반지의 제왕: 반지 원정대는 판타지 장르의 문학 작품으로, 조지 알렌 앤 언윈에서 출판했습니다."
Alan Shepard was born in New Hampshire and died in California. He was awarded the Distinguished Service Medal (United States Navy).,앨런 셰퍼드는 뉴햄프셔주에서 태어났고 캘리포니아주에서 사망했습니다. 그는 수훈 복무 훈장(미국 해군)을 받았습니다.
"The song ""Mermaid"" by Train is followed by ""Imagine"" by John Lennon in the sequence of a playlist or performance. The production of ""Mermaid"" was handled by the Espionage production team. This song is featured in the album ""California 37"" by Train.","트레인의 노래 ""Mermaid""는 플레이리스트나 공연에서 존 레논의 ""Imagine""과 함께 이어집니다. ""Mermaid""의 프로듀싱은 에스피오나지 프로덕션 팀이 맡았습니다. 이 곡은 트레인의 앨범 ""California 37""에 수록되어 있습니다."
"""J.R.R. Tolkien's 'The Fellowship of the Ring', published by George Allen & Unwin in 1954, is a work of fantasy literature. It is the first book in The Lord of the Rings series and is followed by 'The Two Towers'.""","J.R.R. 톨킨의 《반지의 제왕: 반지 원정대》는 1954년 조지 알렌 앤 언윈에서 출판된 판타지 문학 작품입니다. 이 책은 《반지의 제왕》 시리즈의 첫 번째 책이며, 그 다음으로는 《두 개의 탑》이 이어집니다."
GMA New Media is based in the Philippines and operates in the Entertainment industry.,GMA 뉴 미디어는 필리핀에 본사를 두고 엔터테인먼트 업계에서 활동하고 있습니다.
"The British film ""English Without Tears"" was written by Terence Rattigan and featured cinematography by Bernard Knowles. Its runtime is 89 minutes long.","영국 영화 ""눈물 없는 영어""는 테렌스 래티건이 각본을 쓰고 버나드 노울즈가 촬영을 맡았습니다. 이 영화의 상영 시간은 89분입니다."
"Lady Anne Monson was a botanist who married George Monson in an undated marriage. She passed away on February 18, 1776.",레이디 앤 몬슨은 결혼 날짜가 알려지지 않은 조지 몬슨과 결혼한 식물학자였습니다. 그녀는 1776년 2월 18일에 세상을 떠났습니다.
"Abdul Taib Mahmud resides in Demak Jaya, Jalan Bako, Kuching, Sarawak, and is a political figure affiliated with Parti Pesaka Bumiputera Bersatu.","압둘 타이브 마흐무드는 사라왁 쿠칭, 자란 바코, 데막 자야에 거주하며, 페사카 부미푸트라 베르사투당과 제휴된 정치인입니다."
"Liselotte Grschebina was born in Karlsruhe, Germany. She holds Israeli nationality and received her training at the School of Applied Arts in Stuttgart. Her nationality is Israeli, and she comes from the city of Karlsruhe, which is located in Germany. The language spoken in her native country, Israel, is Modern Hebrew.","리젤로테 그르셰비나는 독일의 카를스루에에서 태어났습니다. 그녀는 이스라엘 국적을 보유하고 있으며 슈투트가르트 응용 미술학교에서 교육을 받았습니다. 그녀의 국적은 이스라엘이며, 그녀는 독일 카를스루에 출신입니다. 그녀의 모국인 이스라엘에서 사용되는 언어는 현대 히브리어입니다."
Chinabank is located in the Philippines.,중국은행은 필리핀에 위치해 있습니다.
"The song ""Mermaid"" by Train, also known as ""Mermaid (Train song)"", has been recorded under two different record labels - first Columbia Records and later Sony Music Entertainment. The song has a runtime of 3.16 minutes and its writers are Espen Lind and Amund Bjørklund. The genre of this song is Reggae.","트레인의 노래 ""Mermaid""는 ""Mermaid (Train song)""으로도 알려져 있으며, 두 개의 다른 레코드 레이블인 컬럼비아 레코드와 소니 뮤직 엔터테인먼트에서 녹음되었습니다. 이 노래의 길이는 3.16분이며, 작곡자는 에스펜 린드(Espen Lind)와 암운드 비외르클룬(Amund Bjørklund)입니다. 이 노래의 장르는 레게입니다."
"The 1956 film ""It's Great to Be Young"" was composed by Louis Levy, starred Cecil Parker, and was written by Ted Willis.",루이 레비가 작곡하고 세실 파커가 주연을 맡은 1956년 영화 <젊음이 좋다>는 테드 윌리스가 각본을 썼습니다.
"Aaron Turner is a musician from Massachusetts, active since 1995, primarily playing the electric guitar in the post-metal band Lotus Eaters.","매사추세츠 출신의 음악가 애런 터너는 1995년부터 활동해왔으며, 포스트 메탈 밴드 '로터스 이터스'에서 주로 일렉트릭 기타를 연주하고 있습니다."
"The 11th Mississippi Infantry Monument was established in the year 2000 and is located in Adams County, Pennsylvania. To the west of Adams County is Franklin County, Pennsylvania, and to its southeast lies Carroll County, Maryland. The monument is categorized as a contributing property.","미시시피 보병 11번 기념비는 2000년에 설립되었으며, 펜실베이니아 주 애덤스 카운티에 위치해 있습니다. 애덤스 카운티 서쪽으로는 펜실베이니아 주 프랭클린 카운티가, 남동쪽으로는 메릴랜드 주 캐롤 카운티가 있습니다. 이 기념비는 기여 부지로 분류됩니다."
"The album ""Year of No Light"" by Nord, released on September 6, 2006, is produced by Year of No Light and belongs to both the Sludge metal and Post-metal genres. It is published under the record label Crucial Blast.","노르드의 앨범 ""Year of No Light""는 2006년 9월 6일에 발매되었으며, 슬러지 메탈과 포스트 메탈 장르에 속합니다. 이 앨범은 크루셜 블라스트 레코드 레이블에서 발매되었습니다."
"The city of CiudadAyala has a population of 1,777,539 residents and a population density of 1,604 people per square kilometer. It is classified as a city and operates under a council-manager government. The city manager is the leader of the city. CiudadAyala is located in a time zone with a UTC offset of -6 hours.","시우다드아야라는 인구 1,777,539명, 인구 밀도는 제곱킬로미터당 1,604명입니다. 이 도시는 시의회-매니저 정부 체제로 운영되는 도시로 분류되며, 시 매니저가 도시를 이끌고 있습니다. 시우다드아야라는 UTC-6 시간대에 위치하고 있습니다."
"The movie ""SuperCapers"" features actors MichaelRooker and TomSizemore in its cast. The production budget for this film was 2 million dollars. RayGriggs(director) was both the writer and director of ""SuperCapers"". The runtime for the movie is 98 minutes.","영화 ""슈퍼 케이퍼즈""에는 배우 마이클 루커와 톰 시즈모어가 출연합니다. 이 영화의 제작비는 200만 달러였습니다. 레이 그리그스(감독)는 ""슈퍼 케이퍼즈""의 감독이자 각본가였습니다. 이 영화의 상영 시간은 98분입니다."
Andrzej Piotr Ruszczynski had an influence on Darinka Dentcheva.,안제이 피오트르 루신스키가 다린카 덴체바에게 영향을 미쳤습니다.
"Harry Carey (born in 1878) both starred in and wrote the film ""McVeagh of the South Seas.""","해리 캐리(1878년생)는 ""남태평양의 맥베아""라는 영화에 출연했을 뿐만 아니라 각본을 쓰기도 했습니다."
"Mexico is a country with Mexicans as its citizens. Its currency is the Mexican peso. In the city of Guadalajara, located in Mexico, a popular dessert called Bionico is served. This dessert consists of chopped fruits, sour cream, condensed milk, granola, shredded coconut, and raisins as its main ingredients. The dessert variation of Bionico is a cookie.","멕시코는 멕시코인이 사는 나라입니다. 이 나라의 통화는 멕시코 페소입니다. 멕시코의 과달라하라 시에서는 비오니코라는 인기 디저트가 제공됩니다. 이 디저트는 잘게 썬 과일, 사워크림, 연유, 그라놀라, 코코넛 가루, 건포도가 주 재료입니다. 비오니코의 디저트 변형은 쿠키입니다."
"City Manager is the title of the leader of the city of CiudadAyala, which is a city with a population density of 1604 people per square kilometer.",시우다드아야라의 시장은 1제곱킬로미터당 1604명의 인구 밀도를 가진 도시의 지도자 직함입니다.
"Adolfo Suárez Madrid-Barajas Airport, located in Alcobendas, is operated by ENAIRE, which is headquartered in Madrid, Spain. The airport features a runway with a length of 3500.0 meters.","아돌포 수아레스 마드리드-바라하스 공항은 알코벤다스에 위치하고 있으며, 스페인 마드리드에 본사를 둔 ENAIRE가 운영하고 있습니다. 이 공항에는 3,500미터 길이의 활주로가 있습니다."
"Mexico is a country where the currency is the Mexican peso. In Mexico, Bionico is a brand that produces a dessert course. One of the ingredients used in Bionico's desserts is granola.",멕시코는 통화가 멕시코 페소인 나라입니다. 멕시코에서는 비오니코가 디저트 브랜드입니다. 비오니코의 디저트에 사용되는 재료 중 하나는 그래놀라입니다.
"The object with the label ""1147Stavropolis"" has a periapsis, which is a distance of 260,855,000,000.0 meters, and its epoch is marked as July 31, 2016 (Julian Day 2457600.5).","""1147Stavropolis""라는 레이블이 붙은 물체는 260,855,000,000.0미터의 근점을 가지고 있으며, 그 시대는 율리우스력 2457600.5일, 즉 2016년 7월 31일로 표시됩니다."
The city of CiudadAyala is located in the Pacific Daylight Time zone and has a population density of 1604 people per square kilometer.,"시우다드아야라는 태평양 표준시대에 위치하고 있으며, 인구 밀도는 1제곱킬로미터당 1604명입니다."
Chinabank employs a total of 5594 staff members and reported a net income of 15.1 billion dollars.,"중국은행은 총 5,594명의 직원을 고용하고 있으며, 순이익 151억 달러를 기록했습니다."
"Bananaman, a character created by Steve Bright, was first broadcasted on the BBC on April 15, 1986.",스티브 브라이트에 의해 창조된 캐릭터인 바나나맨은 1986년 4월 15일 BBC에서 처음으로 방송되었습니다.
"Mexico is a country with Mexicans as its citizens. Its currency is the Mexicanpeso. Guadalajara is a region in Mexico where Bionico, a dessert course, is produced.",멕시코는 멕시코인들이 시민인 나라입니다. 이 나라의 통화는 멕시코 페소입니다. 과달라하라(Guadalajara)는 멕시코의 한 지역으로 디저트인 비오니코(Bionico)가 생산됩니다.
"The album ""Year of No Light"" by Year of No Light was first released, followed by a live version of the same album titled ""Live at Roadburn 2008.""","연주곡 ""Year of No Light""의 라이브 버전인 ""Roadburn 2008에서의 라이브""라는 제목의 라이브 앨범이 같은 해 발매되었습니다."
"Alan Shepard was born on November 18, 1923, in New Hampshire. He passed away in California. Notable for his achievements in space exploration, Shepard is best known for his mission on Apollo 14.",앨런 셰퍼드는 1923년 11월 18일 뉴햄프셔주에서 태어났습니다. 그는 캘리포니아주에서 사망했습니다. 우주 탐사 분야의 업적으로 유명한 셰퍼드는 아폴로 14호 임무로 가장 잘 알려져 있습니다.
The ALCORS-3 engine is a Four-stroke engine with a cylinder count of 12 and a length of 17068.8 millimetres.,"ALCORS-3 엔진은 실린더가 12개인 4행정 엔진으로 길이는 17,068.8밀리미터입니다."
"Olga Bondareva, born on April 27, 1937, is known for her contribution to mathematics, specifically for the discovery of the Bondareva-Shapley theorem. She passed away in Saint Petersburg. (Born: April 27, 1937 // Nationality: Russian // Known for: Bondareva-Shapley theorem // Death: Saint Petersburg)","올가 보나르예바는 1937년 4월 27일 태어나 수학, 특히 본다레바-샵리 정리 발견으로 알려진 러시아인입니다. 그녀는 상트페테르부르크에서 사망했습니다. (생년월일: 1937년 4월 27일 // 국적: 러시아 // 알려진 업적: 본다레바-샵리 정리 // 사망지: 상트페테르부르크)"
"""J.R.R. Tolkien's 'The Fellowship of the Ring' is a fantasy novel, first published on July 29, 1954. It is the second book in Tolkien's 'The Lord of the Rings' series, preceded by 'The Hobbit'.""","J.R.R. 톨킨의 《반지의 제왕: 반지 원정대》는 판타지 소설로, 1954년 7월 29일 처음 출판되었습니다. 이 책은 톨킨의 《반지의 제왕》 시리즈 중 두 번째 책으로, 첫 번째 책은 《호빗》입니다."
"The song ""Mermaid"" by Train, also known as ""Mermaid (Train song)"", is recorded under the label Sony Music Entertainment. Its writers are Amund Bjørklund and Stargate (production team). The production was handled by Espionage (production team), and the song is followed by ""Imagine"" by John Lennon.","트레인의 노래 ""Mermaid""는 ""Mermaid (Train song)""으로도 알려져 있으며, 소니 뮤직 엔터테인먼트 레이블로 녹음되었습니다. 이 노래의 작사는 암운드 비외르클룬과 스타게이트(프로덕션 팀)가, 작곡은 에스피오나지(프로덕션 팀)가 맡았습니다. 이 노래는 존 레논의 ""이매진""과 함께 발표되었습니다."
"Year of No Light, the album by the band Nord, was first released in 2006 on September 6th. It has a runtime of 58.41 minutes and was preceded by a demo in 2004. The album consists of two parts: the original release and a live performance at Roadburn 2008.","노르드의 앨범 '빛의 해'는 2006년 9월 6일에 처음 발매되었습니다. 이 앨범의 재생 시간은 58.41분이며, 2004년에 데모 버전이 먼저 발매되었습니다. 이 앨범은 원래 발매 버전과 2008년 로드번 공연 실황으로 구성된 2부작입니다."
"The 11th Mississippi Infantry Monument is located in Gettysburg, Pennsylvania, in Adams County. It is situated in the southeastern part of Adams County, bordering Carroll County, Maryland. This contributing property is a monument dedicated to the 11th Mississippi Infantry Regiment and is located in the United States.","미시시피 보병 11사단 기념비는 펜실베이니아 게티즈버그, 애덤스 카운티에 위치해 있습니다. 이 기념비는 메릴랜드의 캐롤 카운티와 접하는 애덤스 카운티의 남동쪽 부분에 위치하고 있으며, 미시시피 보병 11사단에 헌정된 미국의 기여 재산입니다."
Liselotte Grschebina was born in the German Empire but later died in Israel in 1994.,"리젤로테 그르셰비나는 독일 제국에서 태어났지만, 나중에 이스라엘에서 1994년에 사망했습니다."
"AmeriGas is a company based in the United States, specifically in the city of King of Prussia, Pennsylvania, in the energy industry. The company serves the US market and reported an operating income of $380.7 million and a net income of $211.2 million.","미국에 본사를 둔 에너지 회사인 AmeriGas는 펜실베이니아 주 킹 오브 프러시아에 위치해 있습니다. 이 회사는 미국 시장을 대상으로 하며, 영업이익 3억 8,070만 달러, 순이익 2억 1,120만 달러를 기록했습니다."
"The asteroid 1147Stavropolis, discovered by Grigory Neujmin on June 11, 1929, has an orbital period of 1249.6 units and an apoapsis of 41,847,600,000 units.","1929년 6월 11일 그리고리 뉴이민이 발견한 소행성 1147 스타브로폴은 공전 주기가 1249.6일이고,遠점 거리가 418억 4760만 미터입니다."
"The Mexican city of CiudadAyala has a utcOffset of -6, making it six hours behind Coordinated Universal Time. The city's leader holds the title of Governator. CiudadAyala is located in Mexico and has an elevation above sea level of 1147.0 meters.","멕시코 시우다드아야라(Ciudad Ayala)는 utc 오프셋이 -6으로, 협정 세계시보다 6시간 뒤처져 있습니다. 이 도시의 지도자는 '고베르나도르(Gobernador)'라는 직함을持ち니다. 시우다드아야라는 멕시코에 위치하고 있으며, 해발 1,147.0미터에 자리하고 있습니다."
The city of Ciudad Ayala is located in the Mexican state of Morelos and has a UTC offset of negative 6 hours.,"시우다드 아얄라는 멕시코 모렐로스 주에 위치하고 있으며, UTC와의 시차는 마이너스 6시간입니다."
Lady Anne Monson is married to George Monson.,레이디 앤 몬슨은 조지 몬슨과 결혼했습니다.
"Agremiação Sportiva Arapiraquense is a Brazilian football club with approximately 17,000 members that participates in Campeonato Brasileiro Série C. In the past, Vila Nova Futebol Clube has won the championship title in this league.","아그레미아상 스포르티바 아라피라쿠엔세는 캄페오나투 브라질레이루 세리에 C에 참가하는 브라질의 축구단으로, 약 17,000명의 구성원을 보유하고 있습니다. 과거, 빌라 노바 푸치보우 클루베는 이 리그에서 우승한 경력이 있습니다."
"Bionico is a course, specifically a dessert, that originates from Jalisco, a region in Mexico.",비오니코는 멕시코 할리스코 주에서 유래된 요리이자 디저트입니다.
"The album ""BootlegSeriesVolume1:TheQuineTapes"" was produced by The Velvet Underground and recorded in both the United States and . Louis, Missouri. Its genre is identified as Rockmusic.","벨벳 언더그라운드가 제작한 앨범 ""부틀렉 시리즈 볼륨 1: 더 퀸 테이프""는 미국과 미주리 주 세인트루이스에서 녹음되었습니다. 이 앨범의 장르는 록 음악으로 분류됩니다."
"Gdynia, a city located in Poland, observes a UTC offset of +2 hours.",한국 시간보다 2시간 늦은 폴란드 그디니아
"The album ""Year of No Light"" by the artist ""Year of No Light"" is associated with the band ""Monarch"".","아티스트 ""Year of No Light""의 앨범 ""Year of No Light""는 밴드 ""모나크""와 관련이 있습니다."
"Nie Haisheng was born in Zaoyang, which is part of Hubei province. He completed a mission on Shenzhou 6.",니 하이셩은 후베이성의 자오양에서 태어났습니다. 그는 선저우 6호 임무를 완수했습니다.
"AleksandrPrudnikov is a football player with a height of 185.0 centimetres, who plays for FCSpartakMoscow. FCSpartakMoscow's home ground is OtkrytiyeArena.","알렉산더 프루드니코프는 키가 185cm인 축구 선수로, FC 스파르타크 모스크바에서 뛰고 있습니다. FC 스파르타크 모스크바의 홈구장은 오픈 아레나입니다."
"The Pontiac Rageous underwent assembly in both Michigan and Detroit, with production ending in the year 1997.","폰티악 레이셔스는 미시간과 디트로이트에서 조립되었으며, 생산은 1997년에 종료되었습니다."
The area of Detroit is approximately 370.03 square units.,디트로이트의 면적은 약 370.03 제곱유닛입니다.
"The film ""English Without Tears,"" composed by Nicholas Brodszky, was released on July 28, 1944, and directed by Harold French. Its runtime is 89 minutes.","니콜라스 브로드스키가 작곡한 영화 ""눈물 없는 영어""는 1944년 7월 28일에 개봉했으며, 해롤드 프렌치가 감독을 맡았습니다. 이 영화의 상영 시간은 89분입니다."
The GMA New Media is located at the GMA Network Center.,GMA 뉴 미디어는 GMA 네트워크 센터에 위치해 있습니다.
Olga Bondareva is a professional in the field of Economics.,올가 보나르예바는 경제 분야 전문가입니다.
"The composer of the piece ""English Without Tears"" is Nicholas Brodszky.","니콜라스 브로드스키가 ""눈물 없는 영어""라는 곡을 작곡했습니다."
"Bananaman, a television series created by Steve Bright, first aired on BBC in 1986-04-15. Bill Oddie starred in the show. The broadcasting of Bananaman was handled by the BBC, specifically at their Broadcasting House location.",스티브 브라이트가 창작한 텔레비전 시리즈 《바나나맨》은 1986년 4월 15일 BBC에서 처음으로 방송되었습니다. 빌 오디가 주연을 맡았습니다. 《바나나맨》의 방송은 BBC의 방송 하우스에서 진행되었습니다.
Montreal Locomotive Works built ALCORS-3 locomotives between May 1950 and August 1956.,몬트리올 로코모티브 웍스(Montreal Locomotive Works)는 1950년 5월부터 1956년 8월까지 ALCORS-3 기관차를 제작했습니다.
"Agremiação Sportiva Arapiraquense is a Brazilian football club participating in Campeonato Brasileiro Série C, with a membership of approximately 17,000. Vila Nova Futebol Clube is the current champion of the same league.","아그레미아상 스포르티바 아라피라쿠엔세는 브라질의 축구 클럽으로, 캄페오나투 브라질레이루 세리이 C에 참가하고 있으며 약 17,000명의 회원을 보유하고 있습니다. 같은 리그의 현재 챔피언은 빌라 노바 풋볼 클럽입니다."
"The 1956 film ""It's Great to Be Young"" features the acting of Cecil Parker.","세실 파커가 출연한 1956년 영화 ""젊음이 좋다(It's Great to Be Young)"""
"Ray Griggs directed the film ""Super Capers.""","레이 그리그스는 영화 ""슈퍼 케이퍼즈""를 감독했습니다."
"In September 2006, the Sludge and Post-metal band Year of No Light released their album ""Year of No Light"" under their own production, with the record label Crucial Blast. The album was followed by a live performance at Roadburn 2008.","슬러지 및 포스트 메탈 밴드 '이어 오브 노 라이트'는 2006년 9월에 자체 제작으로 동명의 앨범 '이어 오브 노 라이트'를 발매했습니다. 이 앨범은 크루셜 블라스트 레코드 레이블을 통해 발매되었으며, 2008년 로드번 축제에서 라이브 공연이 이어졌습니다."
"The song ""Mermaid"" by Train is followed by ""Imagine"" by John Lennon. ""Imagine"" is certified by the Federation of the Italian Music Industry (FIMI). The production team Espionage was responsible for producing ""Mermaid,"" while John Lennon is the musical artist behind ""Imagine.""","트레인의 노래 ""Mermaid"" 다음으로 존 레논의 ""Imagine""이 이어집니다. ""Imagine""은 이탈리아 음악 산업 연맹(FIMI)의 인증을 받았습니다. ""Mermaid""의 프로듀싱은 Espionage가, ""Imagine""의 음악은 존 레논이 맡았습니다."
"Adolfo Suárez Madrid-Barajas Airport is operated by ENAIRE and features a 3500-meter runway with a name of ""14L/32R"" and an elevation of 610 meters above sea level.","아돌포 수아레스 마드리드-바라하스 공항은 ENAIRE에서 운영하며, 해발 610미터 높이에 위치한 길이 3500미터의 ""14L/32R""이라는 이름의 활주로를 갖추고 있습니다."
"The genre of ""ExpectaMiracle"" is Easylistening.",이지리스닝
Liselotte Grschebina is an Arab citizen of Israel. She is a national of Israel.,리젤로테 그슈베비나는 이스라엘의 아랍계 시민입니다. 그녀는 이스라엘 국민입니다.
"The album ""Squeeze"" by The Velvet Underground was followed by ""1969: The Velvet Underground Live"" in their discography.","벨벳 언더그라운드의 앨범 ""스퀴즈""는 그들의 디스코그래피에서 ""1969: 벨벳 언더그라운드 라이브""가 뒤따랐습니다."
AlanB.MillerHall was completed by the College of William & Mary in the year 2009.,앨런 비. 밀러 홀은 윌리엄 앤 메리 칼리지에 의해 2009년에 완공되었습니다.
"The album ""Bootleg Series Volume 1: The Quine Tapes"" was created by The Velvet Underground, who both produced and performed on the recording. The album, which is classified as rock music, has a runtime of approximately 230.05 minutes and was recorded in the United States.","벨벳 언더그라운드가 제작한 앨범 ""부틀렉 시리즈 볼륨 1: 더 퀸 테이프""는 밴드가 직접 제작 및 연주를 맡은 음반입니다. 이 록 음악 앨범은 약 230.05분의 재생 시간으로 미국에서 녹음되었습니다."
"Mexico is a country with Mexicans as its citizens. The currency used in Mexico is the Mexicanpeso. Bionico is a dish that originated in Mexico and is categorized as a dessert. A variation of Bionico exists, which is made with honey.",멕시코는 멕시코인이 사는 나라입니다. 멕시코에서 사용되는 통화는 멕시코 페소입니다. 비오니코는 멕시코에서 유래한 디저트에 속하는 음식입니다. 꿀로 만든 비오니코의 변형이 존재합니다.
"Gdynia, located in Poland, observes Central European Summer Time as its time zone.",한국 시간으로 중앙 유럽 여름 시간을 사용하는 폴란드 그디니아
