Source,Translation
"Jerelize is a musician who produces music in the genres FattSwing and Borksonic. His records are released under the label AbsorbingBeats, and one of his releases dates back to August 15, 1978.","جيرليز هو موسيقي ينتج الموسيقى في نوعي فاتسوينغ وبوركسونيك. يتم إصدار سجلاته تحت عنوان ""أبسوربينغ بيتس""، ويعود أحد إصداراته إلى 15 أغسطس 1978."
"The leader of Trenning is known as the Sacred Inquisitor, and their government type is a military monocracy. Trenning has a population density of 443.36 and a metropolitan population of 1822.11. The type of Trenning is Froxine and its UTC offset is Tenyot.",.يعرف قائد ترينينغ باسم المحقق المقدس، ونوع حكومتهم هو الحكم العسكري. تبلغ كثافة سكان ترينينغ 443.36 والعدد السكاني الحضري 1822.11. نوع ترينينغ هو فروكسين ونقطة تعويض التوقيت العالمي لها هي تينيوت
"The television series ""Reign of Kings"" stars Fironia Towx and Sessas Neilo. Fironia Towx also directed the series. The total production budget for ""Reign of Kings"" was 615.97 units, and its runtime is 2989.47 minutes.",".تضم سلسلة المسلسلات التلفزيونية ""حكم الملوك"" النجمين فيرونيا توكس وسيساس نيلو. أخرجت فيرونيا توكس السلسلة أيضًا. بلغت ميزانية إنتاج ""حكم الملوك"" الإجمالية 615.97 وحدة، وتبلغ مدة عرضها 2989.47 دقيقة"
Coicus Wilon was influenced by Zannes Sorem.,تأثر كويكوس ويلون بزانيس سوريم.
"The movie ""Koru's Treasure"" features Diathan Sarnon as the lead actor.",".يضم فيلم ""كنز كورو"" الممثل دياثان سارنون في دور البطولة"
"The Frosty Fig Frenzy is a dish originating from the Chacuco region in the country of Xo`neel. Its main ingredient is Crispycuelta. In Xo`neel, the currency is called Solio and the people are referred to as Olivers. Another popular dish variation from Xo`neel is Cammocyok.",.فروستي فيغ فريزي هو طبق نشأ في منطقة تشاكوكو في بلد زونيل. مكونه الرئيسي هو كريسبيكويلتا. في زونيل، العملة تسمى سوليو والناس يشار إليهم باسم أوليفرز. طبق شعبي آخر من زونيل هو كاموكيوك
The duchaince of media at Zifholme has a population density of 735.56 and the area is classified as a Rhustment.,.تبلغ كثافة سكان دوشينس الإعلامية في زيفهولمي 735.56 ويصنف المنطقة على أنها روستمنت
"The Sigh Point Airfield is located in Lidoire and operates under Oceano Airspace. Oceano Airspace is situated in the city of Garrido Point, in the country of Tyndoria. The airfield has a runway length of 823.43 meters.",.يقع مطار سيج بوينت في ليدوير ويعمل تحت إشراف المجال الجوي أوشيانو. ويقع مجال أوشيانو الجوي في مدينة غاريدو بوينت، في بلد تيندوريا. يبلغ طول مدرج المطار 823.43 مترًا
"The dish LycheeLilyraganade is a course under the name Mozygem and uses Sunviddo as an ingredient. It originates from the country Kansya, where the currency is Ziorl.",يعد طبق LycheeLilyraganade وجبة ضمن دورة تسمى Mozygem ويستخدم Sunviddo كمكون. إنه نشأ في بلد يدعى Kansya، حيث العملة هي Ziorl.
"The bailative periapsis is 2231.16, and its epoch is JD1628109.9.",تبلغ قيمة حضيض البعد التربيعي 2231.16، وفترته هي JD1628109.9.
"Teegran, with a population density of 887.94, is located in a timezone that is UTC+06:13.",.تقع تيغرين، التي يبلغ كثافة سكانها 887.94، في منطقة زمنية هي UTC+06:13
MottronDesign is a company with approximately 3182.12 employees and a net income of 887.94.,.شركة موتترونديزاين لديها حوالي 3182.12 موظفًا ودخل صاف يبلغ 887.94
"The television program ""Exploration of Shadows"" was created by Jantrar and was last aired on March 17, 3563. It is broadcasted by Yawick Financers.","تم إنشاء البرنامج التلفزيوني ""استكشاف الظلال"" بواسطة جانتار وتم بثه آخر مرة في 17 مارس 3563. يتم بثه من قبل ياويك فاينانسيرز."
"The Tremendous Tangerine Treat is a course originating from the region Xococalli, specifically in the country Jyndola. The people of Jyndola are called Brevons and their currency is the Zodd.",".تعد حلوى ""ترمنيدوس تانجيرين"" وجبة شهية نشأت في منطقة كسوكوكالي، وتحديدًا في بلاد جين دولا. ويُطلق على سكان جين دولا اسم ""بريفونز"" وعملتهم هي ""زود"""
"Oribyte is an artist who came after Virzseil in the sequence Guilharme, Virzseil.",.أوريبايت هو فنان جاء بعد فيرزيل في التسلسل غويلهيرمي، فيرزيل
"Zozo Isandria was born on October 5, 1452, in Nymcris. He later died in Wispor.",ولد زوزو إيساندريا في 5 أكتوبر 1452 في نيمكريس. توفي لاحقًا في ويسبور.
"The engine named Ole Finisher has a gyaden type, a length of 1.79 meters (sigma mills), and 4652.95 cylinders.",".يحمل المحرك اسم ""أول فينشر"" من النوع ""جيايدين""، بطول 1.79 مترًا (سيجما ميلز)، وبه 4652.95 أسطوانة"
"SeSimon Ymve, born on February 9, 1872, went by the stage name HoloNorvah. He passed away in Zabrisky.",ولد سايمون يمفي، الذي حمل اسم هولونورفاه الفني، في 9 فبراير 1872، وتوفي في زابرسكي.
"The book ""Pathway to Heaven"" was written by Cantan Joron and was preceded by ""Whispers of the Demonspawn"". It belongs to the literary genre Anixto and was released on February 4, 1974.",".كتب كانتان جورون كتاب ""الطريق إلى الجنة"" الذي سبقه ""همسات الشياطين"". ينتمي الكتاب إلى النوع الأدبي أنيكستو وتم إصداره في 4 فبراير 1974"
"The record label Cutting Edge has released music by Mariana, who later followed by recording with Shooting Star Studios.",أصدرت شركة التسجيلات كاتنج إيدج موسيقى لماريانا، التي تابعتها لاحقًا بتسجيل موسيقى في استوديوهات شوتينج ستار.
"Mirbroux, an artist known for his works, was preceded by Tarator Brave and was born on February 4, 1953. He is followed by another artist named Croymall.",.ميربروكس، وهو فنان معروف بأعماله، سبقه تاراتور براف وتمت ولادته في 4 فبراير 1953. يليه فنان آخر يدعى كرويمال
"The Stelloslink, classified as JorgassonVilla, is located in the municipality of Sarlale in the WernsvilleCounty of the country Qevassi. WernsvilleCounty is situated to the southeast of TimberhillsCounty.",.يقع ستيلوسلينك، المصنف على أنه جورجاسونفيلا، في بلدية سارالي في مقاطعة ويرنسفيل في دولة كيفاسي. وتقع مقاطعة ويرنسفيل في الجنوب الشرقي من مقاطعة تيمبرهيلز.
"Ouashti Osarum was born in Tujir and was a Drilori nationality. He passed away on August 29, 1981, also in Drilori.",ولد أواشتي أوساروم في توجير وكان يحمل الجنسية الدريلورية. توفي في 29 أغسطس 1981، في دريلوري أيضًا.
"Anbogard Services is a company located in Welsley Park, serving the region of Sythea. The company is based in the country of Sythea and reported an operating income of 2792.11.",.تقع شركة أنبوغارد سيرفيسز في منتزه ويلسلي، وتخدم منطقة سيثيا. ويقع مقر الشركة في بلد سيثيا، وأبلغت عن دخل تشغيلي قدره 2792.11
"Rementi is an asteroid with an orbital period of 2781.47 days, discovered by Erjano Metcan on December 13, 1978. Its apoapsis is at a distance of 615.97 units.",.ريمنتي هو كويكب ذو فترة مدارية تبلغ 2781.47 يومًا، اكتشفه إرجانو متكان في 13 ديسمبر 1978. ويقع حضيضه على بُعد 615.97 وحدة فلكية
"The country of Zecorma is home to Qumannn, a location with a leader titled Mallen Reyvas and an elevation above sea level of 2165.77 meters. Its UTC offset is Raluxa.",.تعد زيكورما وطنًا لقومان، وهو موقع به زعيم يُدعى مالين ريفاس وارتفاعه 2165.77 متر فوق مستوى سطح البحر. إن انحيازه التوقيت العالمي المنسق هو رالوكسا
Bedriun is a part of Maizar and its UTC offset is Sampheka.,.بدريون هي جزء من مايزار ونقلتها التوقيت العالمي المنسق هو سامبيكا
Celt Saffron is the spouse of Wanaonta Ismon.,.سلفت سفران هو زوج واناونتا إيسمون
"The Anpleus Athletic team, formerly known as Vimlirans Athletic, has a total of approximately 4846 members. They compete in the Eventenon-United league, where the Dinoro Strikers currently hold the championship title.",.يضم فريق أنبلوس الرياضي، المعروف سابقًا باسم فيمليرانز أثلتيك، ما مجموعه حوالي 4846 عضوًا. يتنافسون في دوري إيفينتون يونايتد، حيث يحمل دينورو سترايكرز لقب البطولة حاليًا
"The Swaswelli course is offered at Frosty Fig Frenzy, which is located in the region of Inovica, in the country of Gremeron.",تقدم دورة سواسويلي في فرستي فيغ فرينزي، التي تقع في منطقة إينوفيكا، في بلد غرمرون.
Vapcreek is a genre of music classified as Gratercore.,.فابريك هو نوع من الموسيقى يصنف على أنه غرايتركور
The time difference (UTC offset) for Gudkaw is approximately 4985.27 hours.,.يبلغ فرق التوقيت (الفرق عن توقيت UTC) في غودكاو حوالي 4985.27 ساعة
Trompunk is an associated musical artist with Yebon Karcel and is also known by the name Barrancel.,".ترومباك هو فنان موسيقي مرتبط بـ ""ييبون كارسيل"" ويعرف أيضًا باسم ""بارانكيل"""
"Dakron Sater was born in Bophaiy County, which is a part of Jinyan. He is currently leading the Scylla-One mission.",ولد داكرون ساتر في مقاطعة بوفاي، والتي هي جزء من جينيان. وهو يقود حاليًا مهمة سايلا-ون.
"The Moirux-Heylin stadium, with a height of 112.5 furlongs, is the home ground of Noweilers FC.",.ملعب مويروكس-هيلين، الذي يبلغ ارتفاعه 112.5 فرلونغ، هو الملعب الرئيسي لنادي نوييليرز لكرة القدم
"The Soulon assembly, named Hettigin and Carival, has ended its production in the year 9523.",انتهى إنتاج تجميعة سولون، التي تحمل الاسم هيتيجين وكاريفال، في العام 9523.
"The Meadowsweet area totals 4,332.6 square meters.",تبلغ مساحة منطقة ميدوزويت 4332.6 مترًا مربعًا
"The movie ""Seekers in the Storm"" was directed by Wolf Runan and had music composed by Norka Elore. It was released on June 6, 1989, and has a runtime of approximately 4967.18 seconds (approximately 1 hour, 29 minutes, and 27.18 seconds).",".أخرج وولف رونان فيلم ""الباحثون في العاصفة"" الذي ألف موسيقاه نوركا إيلور. وقد صدر في 6 يونيو 1989، وتبلغ مدته حوالي 4967.18 ثانية (حوالي ساعة واحدة و29 دقيقة و27.18 ثانية)"
Magendaven Productions is located at Bluemoon Mansion.,تقع شركة ماجيندافين للإنتاج في بلومون مانور
Orgo Lorin is a professional in the field of Cognoculture.,.أورجو لورين هو محترف في مجال Cognoculture
"The music composer for ""Clash of the Ancients"" is Roka Maram.",".ملحن الموسيقى لفيلم ""صراع القدامى"" هو روكا مرام"
"The Glich Circulation Center is home to Acralect Solutions, which produced and broadcasted the Desert Riders radio show last aired on September 19, 1927. Porviz created the Desert Riders, with Zoogren Stav as one of its stars.",".مركز جلتش للتوزيع هو مقر شركة أكراليكت سولوشنز، التي أنتجت وبثت برنامج ""راكبو الصحراء"" الإذاعي الذي أُذيع آخر مرة في 19 سبتمبر 1927. قام بورفز بابتكار ""راكبو الصحراء""، وكان زوغرين ستاف أحد نجومه."
The Heat Chaser product was built by Readeria Solutions at an unknown date.,تم بناء منتج هيت تشيسر بواسطة ريديريا سولوشنز في تاريخ غير معروف.
"Blutos FC is a soccer team with 1,384.43 members in the Chidurynn Division. The champions of this division are Tehghul Hotspurs.",.فريق بلوتوس إف سي لكرة القدم هو فريق يضم 1384.43 عضوًا في دوري شيدورين. و فريق تيهغول هوتسبيرز هو بطل هذه الدوري
"The movie ""Donloxur"" features Halexaina Reian as the lead actor.",".فيلم ""دونلوكسور"" من بطولة هاليانا ريان في دور البطولة"
"The film ""Cinders of Conflict"" is directed by Quintin Yoson.",".أخرج كوينتين يوسون فيلم ""رماد الصراع"""
"The Boncoeur genre includes Smudgparticle and Chaostrap. Their record label is GreasyBlues and they released their music on October 18, 2003. Boncoeur is followed by Zugplena.","يشمل نوع بونكور ""سمادجبارتيكل"" و""تشاوستراب"". وتُعد شركة ""جريسيبلوز"" للتسجيلات هي شركتهما الموسيقية، وقد أصدرا موسيقاهما في 18 أكتوبر 2003. ويتبع بونكور فرقة زوغبلينا."
"Undinee is followed by Redstart Media, a musical artist named Jorja Zerne is associated with Redstart Media.",تتبع أندي شركة ريدستارت ميديا، وترتبط الفنانة الموسيقية جورجا زيرني بشركة ريدستارت ميديا.
"Noduku Airport, operated by Aztaland Airspace, has a runway named 32U/14N and a runway length of 3520.39 meters, with an elevation above sea level of 3817.12 meters.",مطار نودوكو، الذي تديره شركة أزتالاند للطيران، لديه مدرج باسم 32U/14N ويبلغ طوله 3520.39 مترًا، وارتفاعه 3817.12 مترًا فوق مستوى سطح البحر.
"The genre of music ""Humdrift"" is classified as Swingbubble.",".يصنف نوع الموسيقى ""هومدريفت"" على أنه سوينغبابلي"
The Huulam people are an ethnic group identified as Arendine by nationality.,. شعب هوولام هو مجموعة عرقية تُعرف قومياً باسم أرندين
The companies Simzitronix and Cyopinee follow one another.,تتبع شركتا Simzitronix و Cyopinee إحداهما الأخرى.
"The Verano was completed on October 11, 1936, and is owned by Valmont Academy.",.اكتمل بناء فيرانو في 11 أكتوبر 1936، وهو مملوك الآن لأكاديمية فالمنت
Frextwo is a band that produces music in the genre Boltslant.,فركستو فرقة موسيقية تنتج موسيقى من نوع بولتسلات.
"The Rayliciousia course named Kaleidoscope Kiwi Compote is a dish variation called Pamplizel. This dish originates from the country of Azenith, where the people are called Roilons and their currency is the Ecua.",".تعتبر دورة ""ريليشوسيا"" التي تسمى ""كالييدوسكوب كيوي كومبو"" طبقًا متنوعًا يُعرف باسم ""بامبليزيل"". هذا الطبق نشأ أصلا من دولة أزينيث، حيث يُطلق على السكان اسم ""الريلونز"" وعملتهم هي ""الإكوا"""
Ruthoke is located in a timezone that is 11 hours and 2 minutes ahead of Coordinated Universal Time (UTC).,.يقع ريثوكي في منطقة زمنية تسبق التوقيت العالمي المنسق (UTC) بـ 11 ساعة و دقيقتين
"The film ""Neverending Waves"" is distributed by both Titus Films and Camera Care Corporation. Titus Films is a distributor, and Camera Care Corporation is a type of company classified as Farigolia.","يوزع فيلم ""Neverending Waves"" من قبل كل من شركة ""تايتوس فيلمز"" و""كاميرا كير كوربوريشين"". شركة ""تايتوس فيلمز"" هي شركة توزيع، بينما ""كاميرا كير كوربوريشين"" هي نوع من الشركات المصنفة على أنها ""فاريجوليا""."
Moirux-Heylin is a nationality belonging to the Frescans.,مويروكس-هيلين هي جنسية تنتمي إلى الفريسكيين.
"The Visci-pyramid, a Widstone Pagoda, was established in 12237 and is located in Grerlite County. Feldstone County lies to the southwest of Grerlite County.",تم إنشاء هرم فيشي، وهو معبد ويدستون، في عام 12237 ويقع في مقاطعة جيرليت. وتقع مقاطعة فيلدستون في جنوب غرب مقاطعة جيرليت.
"Vellata was preceded by Klaras. Vellata has a runtime of 3131.91 and was released on May 22, 1207.",.سبق فيلاتا كلاراس. تبلغ مدة عرض فيلم فيلاتا 3131.91 وتم إصداره في 22 مايو 1207
"Qarvasse is a part of the region Tytrao, which is led by Enna Ceana.",كارفاس هو جزء من منطقة تايتراو، التي تقودها إينا كيانا.
"The Plumful Platter is a dish from the country of Dysatria, featuring the main ingredient Hummelata and categorized under the course name Greeniesh. The currency used in Dysatria is called Badeka.",طبق بلومفول هو طبق من بلاد ديساتريا، ويتميز بمكونه الرئيسي، هوميلاتا، ويصنف ضمن فئة الأطباق الخضراء. العملة المستخدمة في ديساتريا تسمى باديكا.
Marcil Varcin is a professional in the field of Xastor's Illumination of Mathematization.,.مارسيل فارسين هو محترف في مجال إضاءة زاستور للرياضيات
"I'm sorry for the confusion, but there seems to be an error in the input triples. The country name ""Mivinsky"" is not recognized. Could you please double-check the information and provide the correct country name? Thank you.","أعتذر عن الالتباس، ولكن يبدو أن هناك خطأ في المدخلات الثلاثية. اسم البلد ""Mivinsky"" غير معروف. هل يمكنك التحقق من المعلومات وتزويدنا بالاسم الصحيح للبلد؟ شكرًا لك."
Coltion Gowvan was born in Liangming.,ولد كولتيون جوفان في ليانغمينغ.
"Elignoth Schade, also known as Jara Lumon, attended Daltosty Education Hub for higher education. Jara Lumon is recognized for their work on Mercansch's Observations.",إيليجنوت شادي، المعروف أيضًا باسم جارا لومون، التحق بمركز دالتوستي التعليمي للتعليم العالي. ويُعرف جارا لومون بعمله في ملاحظات ميركانش.
Malonor Vosse studied at Zesnor University for their undergraduate education and later pursued a career in the field of Kemaing.,درس مالونور فوس في جامعة زيسنور للحصول على تعليمهم الجامعي، ثم تابعوا لاحقًا مهنة في مجال كيماينغ.
"The song ""Warrior of the Future"" was produced by Racso Delain.",".أنتج راكسو ديلين أغنية ""محارب المستقبل"""
"Jorel Calyon is a Codemoted artist, and Jara Lumon is the band or musical artist associated with him.",.جوريل كاليون فنان تم ترشيحه بواسطة كوديموتيد، وجارا لومون هو الفرقة أو الفنان الموسيقي المرتبط به
Elignoth Schade originated from Riarrisa and is associated with the band/musical artist Pohnar. Their genre is Whirldrawk and they play the Amarchitar as an instrument.,.إيليجنوت شادي من رياريسا ويرتبط بالفرقة / الفنان الموسيقي بوهنار. نوعهم هو ويرلدروك ويعزفون على الأمارجيتار كآلة موسيقية
"TriStone Logistics is based in Divinyl Station. They were responsible for broadcasting Expedition Exo-7, which first aired on October 23, 1903. The creator of the show was Vackeron Bline and Balamor Donae starred in it.",تقع شركة تريستون لوجيستيكس في محطة ديفينيل. كانت الشركة مسؤولة عن بث برنامج اكسبيديشن إكسو-7، الذي تم بثه لأول مرة في 23 أكتوبر 1903. وكان فاكيرون بلين هو مبتكر البرنامج، بينما قام بالدور الرئيسي بالامور دوناي.
"The Vega building, designed by Jara Lumon and located at Tiralpin Crescent in Skymir, was completed on April 10, 1932. Currently, the Vilkena Business School occupies the space within this building, which is situated in the country of Aeros Sy.",.تم الانتهاء من بناء فيغا، الذي صممه جارا لومون ويقع في تيرالبين كريسنت في سكيمير، في 10 أبريل 1932. وتحتل مدرسة فيلكينا للأعمال حاليًا المساحة داخل هذا المبنى، الواقع في دولة إيروس سي
"The Memorial to the Fall of the Royal Llarian Dynasty is located in Dyrron`le, also known as Verron.",.يقع النصب التذكاري لسقوط سلالة لاريون الملكية في دايرون، والمعروفة أيضًا باسم فيرون
Jazziva is a music subgenre called Delasya.,.جازيفا هو نوع فرعي من الموسيقى يسمى ديليسيا
"Eustathios Sthen, also known as Jorel Calyon, was born on January 24, 1978, in Sunlenburg. He attended Carilon Professional Training Academy for his education. Jorel Calyon is best known for his work on Zevon's Postulate.",ولد يوستاثيوس ستين، المعروف أيضًا باسم جوريل كاليون، في 24 يناير 1978 في سنلنبرج. التحق بأكاديمية كاريلون للتدريب المهني لتلقي تعليمه. اشتهر جوريل كاليون بعمله في فرضية زيفون.
"Ethar Gilme stars in the movie ""Weeblich,"" which had a gross revenue of 2,575.41 dollars.",".تألقت إيثار جيلمي في فيلم ""ويبليتش""، الذي حقق إيرادات إجمالية قدرها 2575.41 دولارا"
"The Thrall-goad, a Dextee Clocktower, was established in the year 12237 and is located in Mortoni County, which is situated to the north of Latren County, in the country of Vlandon.",.أقيم برج الساعة ديكستي، ثرول-غواد، في عام 12237، ويقع في مقاطعة مورتوني، التي تقع شمال مقاطعة لاترين، في بلاد فلاندون
"The television program ""Dr. Joe's Animal World,"" which stars Amunda Lune, was broadcasted by Zeusen Transport. The last airing of this show took place on January 13, 1736. Zeusen Transport is based in the city of Yakers Crossing Roadhouse.",".تم بث البرنامج التلفزيوني ""عالم حيوانات الدكتور جو"" من بطولة أموندا لون بواسطة زايسن للنقل. وكان آخر عرض لهذا العرض في 13 يناير 1736. يقع مقر زايسن للنقل في مدينة ياكرز كروسينغ رودهاوس"
"Zoogren Stav, also known as Land of the Dragons, was an active film director from August 1941. He passed away on November 21, 1954.",.زووجرن ستاف، المعروف أيضًا باسم أرض التنانين، كان مخرج أفلام نشطًا بدءًا من أغسطس 1941. توفي في 21 نوفمبر 1954
