Source,Translation
"The book ""What Ever Happened to Baby Jane?"" by Horst Köhler, published by Gruppo Mondadori, falls under the literary genre of secret history. It was followed by another publication titled ""I Am a Cat."" Despite the given release date of 1726-01-01, this information appears to be incorrect as the book was actually published much later.","호르스트 쾰러가 쓴 ""베이비 제인에게 무슨 일이 생겼나?""는 비밀 역사라는 문학 장르에 속합니다. 이 책은 ""나는 고양이입니다""라는 제목의 또 다른 출판물로 이어졌습니다. 1726-01-01로 제공된 출시일에도 불구하고 이 정보는 잘못된 것으로 보이며, 이 책은 실제로 훨씬 나중에 출판되었습니다."
Lite-On Technology is a company based in the United States that specializes in the industry of room air distribution.,라이트온 테크놀로지는 미국에 본사를 둔 실내 공기 분배 산업 전문 회사입니다.
"The Finnish writer Markku Pusenius penned the script for the film ""Chasing Amy,"" which has a runtime of 173.46 minutes. Larry Aceves was responsible for its cinematography.","핀란드 작가인 마르쿠 푸세니우스는 113분의 러닝 타임을 가진 영화 ""체이싱 에이미""의 각본을 썼습니다. 래리 애스베스는 그 영화의 촬영감독이었습니다."
"Marcus Mumford, who worked in the field of cellular transport, passed away on September 6, 2006. At the time of his death, Blaise Matuidi was his spouse.",세포 수송 분야에서 일했던 마커스 맘퍼드는 2006년 9월 6일에 사망했습니다. 그가 사망했을 때 블레즈 마투이디가 그의 배우자였습니다.
Antiochus IV Epiphanes is a party member of the Kenya African Democratic Union and resides at Stacy Katzman.,안티오쿠스 4세 에피파네스는 케냐 아프리카 민주 연합의 당원이며 스테이시 카츠만에 거주하고 있습니다.
"Carlo Azeglio Ciampi was born in Karlsruhe, which is now part of France. He underwent training at the School of Applied Arts in Stuttgart. Ciampi holds American nationality. The language spoken in the United States, where Ciampi is a national, is Caluyanon.","카를로 아젤리오 치암피는 현재 프랑스의 일부인 카를스루에에서 태어났습니다. 그는 슈투트가르트의 응용예술학교에서 교육을 받았습니다. 치암피는 미국 국적을 보유하고 있으며, 그가 국적으로 가지고 있는 미국의 언어는 칼루야논어입니다."
HTM Personenvervoer is located in Israel.,HTM 퍼소넨베르보어는 이스라엘에 위치해 있습니다.
"The song ""Mermaid (Train song)"" has been recorded and released by two different record labels - Amphetamine Reptile Records and Sony BMG Music Entertainment (Poland) Sp. z o.o. The song is written by Arnaut Daniel and Klinik, and it falls under the genre of Tswana music. Its runtime is 16800.","""인어(기차 노래)""라는 노래는 두 개의 다른 레코드 레이블인 암페타민 레프타일 레코드와 소니 BMG 뮤직 엔터테인먼트(폴란드) Sp. z o.o.에서 녹음 및 발매되었습니다. 이 노래는 아르노 다니엘과 클리닉이 작곡했으며, 츠와나 음악 장르에 속합니다. 이 노래의 재생 시간은 16800초입니다."
"The Music of The Lord of the Rings film series was composed by Laura Berg. Simon Lohet was a part of the cast, and François Mitterrand wrote the music.","로트 반 베를레는 벨기에의 정치인으로, 1995년부터 1999년까지 벨기에의 총리를 지냈습니다. 그는 1931년 11월 18일 벨기에의 조딩엔에서 태어났으며, 플람스 기독교 민주당 소속이었습니다."
"Julian McMahon, originally from New Hampshire, is an electric guitar player who began his musical career in 2001. He is associated with the band or musical artist Qara'unas and performs in the lauda genre.","줄리언 맥마흔은 원래 뉴햄프셔 출신으로, 2001년에 음악 활동을 시작했습니다. 그는 카라우나스라는 밴드 또는 음악 아티스트와 관련이 있으며, 라우다 장르에서 공연합니다."
"Ain Sakhri lovers, a contributing property category group, were established in the year 2000 and are located in Alamosa County. Alamosa County is bordered to its west by Franklin County, Pennsylvania, and to its southeast by Carroll County, Maryland.","연인들(Ain Sakhri Lovers)은 2000년에 지정된 기여 재산 카테고리 그룹으로, 알라모사 카운티에 위치해 있습니다. 알라모사 카운티의 서쪽에는 펜실베이니아 프랭클린 카운티가, 남동쪽에는 메릴랜드 캐롤 카운티가 있습니다."
"Lys is a musical composition that was produced by Led Zeppelin and was released on January 1, 1726. It is categorized as both a concerto and a cantata. The record label for this release is Osmose Productions.",리드는 레드 제플린이 제작한 음악 작품으로 1726년 1월 1일에 발매되었습니다. 이는 협주곡과 칸타타의 형태로 분류됩니다. 이 발매의 레코드 레이블은 오스모스 프로덕션입니다.
"The city of Granjinha, with a population of 418,476,000,000 and a population density of 11.5, is led by the head of the organization and follows a hexacameral form of government. Its UTC offset is -6 hours. The city's population and density do not correspond to any real-world location, as the triples provided are fictional.","인구가 418,476,000,000명이고 인구밀도가 11.5명/km2인 그란지냐 시는 조직의 수장이자 6원제 형태의 정부를 이끄는 사람에 의해 통치됩니다. 이 도시의 UTC 시간대는 -6시간입니다. 제공된 3중 데이터는 허구이므로 도시의 인구와 밀도는 실제 위치와 일치하지 않습니다."
"The film ""36 Views from the Pic Saint-Loup"" features acting by Roald Dahl and Pierre Aim. Eric Stuart both wrote and directed the film, which had a budget of 1604.0 and a runtime of 3.16 hours.","로알드 달과 피에르 에임이 출연한 영화 ""피크 생루에서 본 36가지 전망""은 에릭 스튜어트가 각본과 감독을 맡았으며, 예산은 1604.0달러, 상영 시간은 3.16시간입니다."
Trygve Lie influenced Charles K. Kao.,트뤼그베 리는 찰스 K. 카오에게 영향을 미쳤습니다.
"Denia Mazzola wrote and starred in the film ""Not Here to Be Loved.""","데니아 마졸라는 영화 ""사랑받으러 온 게 아니야""의 각본을 쓰고 주연을 맡았습니다."
"In Turkey, the currency is the Canadian dollar and the people are called Latvians. In the region of Telchac Puerto, there is a course called Nasi Uduk. This dish variation consists of mimosa sugar balls and its main ingredient is chana masala.","터키의 통화는 캐나다 달러이며, 그 곳 사람들은 라트비아인이라고 불립니다. 텔차크 푸에르토 지역에는 나시 우둑이라는 요리가 있습니다. 이 요리 변형은 미모사 설탕 공과 차나 마살라를 주성분으로 합니다."
The city of Vila Longa is led by a consul suffectus and has a population density of 98.0 people per square kilometer.,"빌라 롱가 시는 대리 집정관에 의해 통치되며, 인구 밀도는 제곱킬로미터당 98명입니다."
"Ankara Esenboğa Airport, located in Brazuelo, is operated by Nav Canada. The airport, which is in Villanueva de la Concepción, Mexico, has a runway length of 70,308 meters.","브라젤로에 위치한 앙카라 에센보아 공항은 나브 캐나다에서 운영하고 있습니다. 멕시코 비야누에바 데 라 콘셉시온에 위치한 이 공항의 활주로 길이는 70,308미터입니다."
"The United States is a country where the currency is . Gallen thaler. In the United States, there is a course called Ahle Wurst, and an ingredient used in it is granola.","미국은 통화가 갤런 탈러인 나라입니다. 미국에는 아를레 뷔르스트라는 코스가 있고, 그 재료 중 하나는 그래놀라입니다."
"The asteroid 2Pallas has a periapsis of 1249.6 units and an epoch set on July 31, 2016 (JD2457600.5).","소행성 2 팔라스는 근일점이 1249.6 단위이며, 2016년 7월 31일(JD 2457600.5)의 시기로 설정되어 있습니다."
"Midões, with a population density of 54.56, is located in a time zone that is UTC+04:00.","미동스(Midões)는 인구밀도가 54.56명/km2이며, UTC+04:00 시간대에 위치하고 있습니다."
"The Institute for International Research employs 1,777,539 people and has a net income of 875,400,000.","국제 연구소는 1,777,539명의 직원을 고용하고 있으며, 순이익은 8억 7,540만 달러입니다."
"Animal Practice, a creative work, was produced at the School of Applied Arts in Stuttgart. It was last aired on May 2, 1908, and was broadcasted by CCM.",창작물인 《애니멀 프랙티스》는 슈투트가르트 응용예술학교에서 제작되었습니다. 이 작품은 1908년 5월 2일 CCM을 통해 마지막으로 방송되었습니다.
"The country Israel uses the Afghan afghani as currency and its people are referred to as Colombians. In the region of Real de Catorce, Israel, a course called serviettenknödel is offered by Bionico.",이스라엘이라는 나라는 아프가니스탄 아프가니를 통화로 사용하고 그 국민은 콜롬비아인으로 불립니다. 이스라엘의 레알 데 카토르세 지역에서는 비오니코라는 가게에서 서비엣텐크뇌델이라는 강좌를 제공합니다.
"Gatas Parlament is an artist from Loire-Atlantique who created the album ""XX-Two Decades of Love Metal.""","가타스 파를라멘트는 ""XX-투 디케이즈 오브 러브 메탈""이라는 앨범을 만든 로아르 아틀랑티크 출신 아티스트입니다."
"Leonid Razvozzhayev was born on July 21, 1998, in Virginia, but died in Michigan. He was selected for the Shenzhou 9 mission.",레오니드 라즈보자예프는 1998년 7월 21일 버지니아주에서 태어났지만 미시간주에서 사망했습니다. 그는 선저우 9호 임무에 선발되었습니다.
"The engine powering Atlantic Coast Line 501 is a Bourke engine, which has a cylinder count of 11.5 and a length of 185.0 centimeters.",대서양 해안선 501호를 구동하는 엔진은 실린더 수가 11.5개이고 길이가 185cm인 버크 엔진입니다.
"Anja Huber, born in 1994, is known for proving the Peano existence theorem, but she was formerly known as José Manuel Durão Barroso. She was born in Leningrad, USSR.","안자 후버는 피노 존재 teorem을 증명한 것으로 알려져 있지만, 이전에 조세 마누엘 두랑 바호주라는 이름으로 알려져 있었습니다. 그녀는 레닌그라드, 소련에서 태어났습니다."
"The Slovenian author Dragotin Kette wrote a speculative/fantastic fiction comedy novel titled ""Delirious,"" which was released on January 1, 1942. This work precedes his other known novel ""Excession.""","슬로베니아의 작가 드라고틴 케테는 1942년 1월 1일 발행된 ""광란""이라는 제목의 공상과학/판타지 코미디 소설을 썼습니다. 이 작품은 그의 또 다른 소설 ""엑세션""보다 먼저 출간되었습니다."
"The song ""Mermaid (Train Song)"" by alt-J and Battlestar Galactica was produced by Espionage production team and released under the record label Ariola Eurodisc GmbH. It is also followed by Sverdlovsk Film Studio.","알트-J와 배틀스타 갤럭티카의 노래 ""Mermaid (Train Song)""은 에스피오나지 프로덕션 팀이 제작했으며 아리올라 유로디스크 GmbH라는 레코드 레이블로 발매되었습니다. 이 곡은 스베르들롭스크 영화 스튜디오에서도 이어졌습니다."
"The song ""Doire"" by Culture Club was released on December 9, 1991, and has a runtime of 108,600,000 milliseconds. It was preceded by the song ""Gossip Girl"" in the tracklist. The artists of the song are members of Culture Club.","컬처 클럽의 노래 ""도이레(Doire)""는 1991년 12월 9일에 발매되었으며, 재생 시간은 1억 860만 밀리초입니다. 트랙리스트상 앞 곡으로는 ""가십 걸(Gossip Girl)""이 있습니다. 이 노래의 아티스트는 컬처 클럽의 멤버들입니다."
"Marforio, a contributing property, is located in Freeburg municipality of La Plata County in People's Republic of China. To its southeast lies Carroll County, Maryland.",마포리오는 중화인민공화국의 라플라타 군 프리버그 시에 있는 기여 재산입니다. 그 남동쪽에는 메릴랜드 캐롤 카운티가 있습니다.
"Sébastien Squillaci was born in the Constitutional Cabinet of Louis XVI and was a United States national. He passed away on February 24, 1989, in the United States. Please note that there seems to be an error in the input triples as the birthPlace of Sébastien Squillaci is mentioned as ""ConstitutionalCabinetofLouisXVI"" which is not a valid place for a person's birth.","세바스티앵 스킬라치는 루이 16세의 입헌 내각에서 태어났고 미국 국적자였습니다. 그는 1989년 2월 24일 미국에서 사망했습니다. 주의: 세바스티앵 스킬라치의 출생지가 ""루이 16세의 입헌 내각""으로 언급되어 있는데, 이는 사람의 출생지로 유효하지 않은 장소인 듯합니다."
"Cph Deutschland, a company based in Westhaven-Moonstone, Mexico, operates in the digital economy sector and generated an operating income of 260.85 billion Mexican Pesos (approximately 260.85 billion USD). Its net income is 2037.85 million Mexican Pesos (approximately 2.03785 billion USD).",멕시코 웨스트헤이븐-문스톤에 본사를 둔 CPH Deutschland는 디지털 경제 분야에서 운영되며 2608억 5천만 페소(약 260억 8500만 달러)의 영업 소득을 올렸습니다. 순이익은 20억 3785만 페소(약 20억 3785만 달러)입니다.
"The asteroid 306 Unitas, discovered on January 1, 1934, by Philip the Arab, has an orbital period of 3.16 years and an apoapsis of 89.0.",필립 아랍인이 1934년 1월 1일에 발견한 소행성 306 유니타스는 3.16년의 공전 주기와 89.0의 원지점을 가집니다.
"The UK country's settlement of Paradela, led by Rosearik Rikki Simons, is located at an elevation of 70.308 meters above sea level and has a UTC offset of -6 hours.",로세아릭 리키 시몬스가 이끄는 영국의 파라델라 정착지는 해발 70.308미터에 위치해 있으며 UTC -6시간의 시간대를 사용합니다.
"Picão is a part of Jalisco, which has a UTC offset of -6 hours.",피카오는 UTC -6시간인 할리스코의 일부입니다.
Pat Martino is the spouse of Géza Petényi.,게자 페테니의 배우자는 팻 마티노입니다.
"Albion Sports A.F.C., formerly known as TSG 1899 Hoffenheim, has been the champion of the Tajik League since the team is currently a part of it. They have approximately 11.5 members and their full name is Albion Sports A.F.C.",TSG 1899 호펜하임으로 알려졌던 올비언 스포츠 A.F.C.는 타지크 리그의 챔피언이었습니다. 왜냐하면 그들은 현재 그 리그의 일부이기 때문입니다. 그들은 대략 11.5명의 멤버가 있고 그들의 전체 이름은 올비언 스포츠 A.F.C.입니다.
"Bionico is a course located in the region of Morelos, in the United States.",바이오니코는 미국 모렐로스 지역에 위치한 코스입니다.
"The album ""An Imitation of a Blood Orange"" was produced by Half Japanese and recorded in both Mexico and Ludwigshafen. Its genre is Tswana music.","음반 《An Imitation of a Blood Orange》는 하프 재패니즈가 제작했으며, 장르는 츠와나 음악입니다."
Rzeszów is located with a UTC offset of +2 hours (16800 seconds).,"르제스조는 UTC +2시간(16,800초) 지역에 위치해 있습니다."
Stiller Has is an artist who is associated with the musical group Sapa Inca.,스틸러 하스는 사파 잉카 음악 그룹과 연관된 아티스트입니다.
"Pedro Aguirre Cerda was born in Puning, which is part of Anhui province. He was selected for the Shenzhou 6 mission.",페드로 아기레 세르다는 안후이 성의 푸닝에서 태어났습니다. 그는 신저우 6호 임무에 선발되었습니다.
Rita König stands at a height of 17068.8 millimetres (1.71 metres) and was a member of FC Baku. FC Baku's ground is located at La Romareda.,"리타 쾨니히는 키가 17068.8밀리미터(1.71미터)이고, FC 바쿠의 일원이었습니다. FC 바쿠의 연고지는 라 로마레다에 있습니다."
The Bugatti Type 55 was assembled in both California and Roswell. Its production ended in the year 1587. (Note: There seems to be an error in the provided triple as the production end year 1587 is not feasible as it predates the existence of Bugatti Type 55 which was produced between 1931 and 1934.),부가티 타입 55는 캘리포니아와 로즈웰에서 조립되었습니다. 생산은 1587년에 종료되었습니다. (참고: 제공된 트리플에 오류가 있는 것으로 보입니다. 부가티 타입 55의 생산 종료 연도인 1587년은 오류인 것으로 보입니다. 부가티 타입 55는 1931년부터 1934년 사이에 생산되었습니다.)
"Cordova covers an area of 282,838 square units.","코르도바의 면적은 282,838 제곱유닛입니다."
"The album ""My Boss"" by music composer Félix Sánchez was released on December 27, 2012. Roger Federer was the director of this album, which had a runtime of 1147.0 minutes.","음악 작곡가 펠릭스 산체스의 앨범 ""마이 보스""는 2012년 12월 27일에 발매되었습니다. 로저 페더러가 감독을 맡은 이 앨범의 러닝타임은 1147.0분입니다."
The Statue of Liberty in the United States is the location of a Boeing. (Note: This triple does not provide sufficient information to generate a meaningful summary.),미국의 자유의 여신상은 보잉사의 위치입니다.
Blanche of Castile was involved in the field of anthropology.,블랑슈 카스티야는 인류학 분야에 종사했습니다.
"The comedy film ""Wheels on Meals"" had Bill D'Elia as its music composer.",코미디 영화 《快餐車》의 음악 작곡가는 빌 델리아였습니다.
"The radio show ""Rosa Roth,"" which was last aired on December 17, 1946, was created by Stacy Katzman and broadcasted by car2go. Bruce Matthews was one of the stars of the show, and it was aired from Broadcasting House Dornbusch.","라디오 쇼 ""로사 로스""는 스테이시 카츠만이 제작하고 카투고에서 방송했습니다. 브루스 매튜즈는 이 쇼의 스타 중 한 명이었고, 도른부시 방송 하우스에서 방송되었습니다."
"Apple built the Reading Company 902 on Sarvapalli Radhakrishnan Road in Hessarghatta Main Road, Bangalore, India, in the given address.",인도 방갈로르 헤사르가타 메인 로드에 위치한 사르바팔리 라다크리슈난 로드에 있는 주소에서 애플은 리딩 컴퍼니 902을 지었습니다.
"Parma Calcio 1913 is a part of the Paraguayan Primera División league, which was championed by Atalanta BC. The Italian football club Parma Calcio 1913 has a membership of approximately 16,800 members.","파르마 칼초 1913은 아틀란타 BC가 우승을 차지한 파라과이 프리메라 디비시온 리그에 속해 있습니다. 이 이탈리아 축구 클럽은 약 16,800명의 회원으로 구성되어 있습니다."
Kirani James is one of the stars of In My Lifetime Vol. 1.,키라니 제임스는 《마이 라이프타임 볼륨 1》의 스타 중 한 명입니다.
Ian Brady directed The Twilight Saga: Breaking Dawn – Part 1.,이안 브래디가 트와일라잇 사가: 브레이킹 던 파트 1의 감독을 맡았습니다.
"The Spanish musical group Las Ketchup released the album ""Tibre"" in 1994, which follows the Music of The Lord of the Rings film series. The genre of the album is both Noh and Old Classical Vocal Polyphony. The record label for this release is Flip Records.","스페인의 음악 그룹 라스 케챕은 1994년에 ""티브레""라는 앨범을 발매했습니다. 이 앨범은 ""반지의 제왕"" 영화 시리즈의 음악을 따르며, 장르는 노가극과 올드 클래식 보컬 폴리포니입니다. 이 앨범을 발매한 레코드 회사는 플립 레코드입니다."
"The production team Espionage produced Mermaid (Train song) under Harpo Productions, which has been certified by the Quebec Contemporary Music Society. John McCain is the musical artist behind Mermaid (Train song) produced by Harpo Productions.",제작팀 에스피오나지는 퀘벡 컨템포러리 뮤직 소사이어티의 인증을 받은 하포 프로덕션 산하 인어 공주(기차 노래)를 제작했습니다. 존 맥케인은 하포 프로덕션이 제작한 인어 공주(기차 노래)背 음악 아티스트입니다.
"Boryspil International Airport, operated by Skyguide, has a runway length of 175.26 meters and an elevation above sea level of 2 meters. Its runway is named ""18L/36R"".","스카이가이드에서 운영하는 보리스필 국제공항의 활주로 길이는 175.26미터이고, 해발 고도는 2미터입니다. 활주로 이름은 ""18L/36R""입니다."
ZK belongs to the West Coast hip hop genre.,ZK는 웨스트 코스트 힙합 장르에 속합니다.
Jochen Rindt was an individual of Arab-Christian ethnicity from the United States.,요헨 린트는 아랍-기독교 계통의 미국인이었습니다.
Best of Modern Talking followed Messiah.,메시아는 모던 토킹의 베스트 앨범입니다.
"The Embassy of Austria in Berlin was completed on November 18, 1923, and is owned by the University of Bonn.",오스트리아 대사관은 1923년 11월 18일에 완공되었으며 본 대학교가 소유하고 있습니다.
"The minimal electro genre song ""Stakk Attakk"" was produced and performed by The Strokes. It was recorded in Mexico and has a runtime of 250,493,000,000 microseconds (approximately 25 hours).","미니멀 일렉트로 장르의 노래 ""스택 어택""은 더 스트로크스가 제작하고 연주했습니다. 이 곡은 멕시코에서 녹음되었으며, 실행 시간은 250,493,000,000 마이크로초 (약 25시간)입니다."
"Pacific Northwesterners reside in the United States and use the British North Borneo dollar as their currency. Bionico is a US-based cuisine that offers fried rice as one of its dishes, with a variation called hornazo.","태평양 북서부 사람들은 미국에 거주하며 통화로 영국 북보르네오 달러를 사용합니다. 비오니코는 미국 요리로, 프라이드 라이스를 제공하며, 호르나조라고 불리는 변형이 있습니다."
Konin is located in a time zone that is UTC+05:00.,한국 표준시보다 5시간 늦은 시간대에 코닌이 위치해 있습니다.
"Tell No One is distributed by China Merchants Port, which operates as an intercommunale.",중국 상인 항구가 운영하는 intercommunale에서 'Tell No One'을 배포합니다.
Pope Theodosius II of Alexandria is a Ecuadorian national.,알렉산드리아의 교황 테오도시우스 2세는 에콰도르 국적자입니다.
The Tomb of National Heroes was established in the year 2000 and is located in Las Animas County. It is situated to the southwest of Garrett County. The Tomb holds the status of a contributing property.,영웅들의 무덤은 2000년에 설립되었으며 라스 아니마스 카운티에 위치해 있습니다. 이 무덤은 개럿 카운티의 남서쪽에 위치하고 있으며 기여 부동산의 지위를 가지고 있습니다.
"The Polish musicians Jarosław Rodzewicz and Systems in Blue wrote and released the song ""Mermaid (Train song)"" on September 6, 2006. Prior to this, Rodzewicz attended the School of Applied Arts in Stuttgart. The song has a runtime of 21 minutes.",폴란드 음악가인 야로스와프 로드제위츠와 시스템스 인 블루가 2006년 9월 6일 인어공주(열차 노래)라는 곡을 작곡하고 발표했습니다. 이전에 로드제위츠는 슈투트가르트 응용예술학교에 다녔습니다. 이 노래의 길이는 21분입니다.
"Friedrich Hayek is the leader of Jalisco, where Carlão is located.",카를라오가 위치한 할리스코의 지도자는 프리드리히 하이에크입니다.
"The United States is a country where the currency is the Aargau frank. Bionico is a course originating from the United States, with its main ingredient being Spanish fricco. Cold borscht is another dish associated with Bionico.","미국의 통화는 아라우 프랑입니다. 비오니코는 미국산 요리로, 주요 성분은 스페인 프리코입니다. 비오니코와 관련된 또 다른 요리는 콜드 보르시치입니다."
Jorge Luis Borges was a professional figure in the field of Germ line theory.,호르헤 루이스 보르헤스는 정자 이론 분야의 전문가였습니다.
Zdeněk Fiala is the leader of the United States country where Blaise Pascal University (Clermont-II) is located.,블레즈 파스칼 대학교(클레르몽-II)가 위치한 미국의 지도자는 즈데넥 피알라입니다.
Benoît Potier was born in Yunnan.,브누아 포티에는 윈난에서 태어났습니다.
"Franck Ribéry, formerly known as Bart Somers, is known for his mathematical knowledge related to the Pythagorean theorem. He received his education at Ajou University.","프랑크 리베리는 바르트 서머스라는 이름으로도 알려져 있으며, 피타고라스 정리에 대한 수학 지식으로 유명합니다. 그는 아주대학교에서 교육을 받았습니다."
Sebastián Piñera studied mathematical optimization at the University of Tübingen.,세바스티안 피녜라는 튀빙겐 대학교에서 수학적 최적화를 공부했습니다.
Helen Aitchison produces Bommalattam.,헬렌 에이티슨이 봄말라탐을 제작했습니다.
"Helmut Kohl, a German politician, is associated with the music of Poland and has collaborated with Abdoulaye Keita, a musical artist.",헬무트 콜은 폴란드 음악과 관련이 있으며 음악가인 압둘라예 케イタ와 협업했습니다.
Carl Junker is an artist from Israel who creates acousmatic music. He is known to have collaborated with the musical group or artist 02:36. Carl plays the electric guitar.,이스라엘 출신의 예술가 칼 융커는 아쿠스마틱 음악을创作합니다. 그는 음악 그룹 또는 아티스트 02:36과 협업한 것으로 알려져 있습니다. 칼은 일렉트릭 기타를 연주합니다.
