Source,Translation
"The movie ""Koru's Treasure"" features Diathan Sarnon as the lead actor.","영화 ""코루의 보물""은 주연 배우인 디아탄 사르논을 주연으로 합니다."
"The Frosty Fig Frenzy is a dish originating from the Chacuco region in the country of Xo`neel. Its main ingredient is Crispycuelta. In Xo`neel, the currency is called Solio and the people are referred to as Olivers. Another popular dish variation from Xo`neel is Cammocyok.","프로스티 피그 프렌지는 크리스피퀠타를 주 재료로 하는 샤쿠코 지역의 전통 요리입니다. 크리스피퀠타는 xo`neel의 통화로 솔리오, 주민은 올리버라고 부릅니다. xo`neel의 또 다른 인기 요리는 카모코크입니다."
The duchaince of media at Zifholme has a population density of 735.56 and the area is classified as a Rhustment.,"미디어 듀체인스의 지프홀름 지역은 인구밀도가 735.56명/km2이며, 이 지역은 러스트먼트로 분류됩니다."
"The Sigh Point Airfield is located in Lidoire and operates under Oceano Airspace. Oceano Airspace is situated in the city of Garrido Point, in the country of Tyndoria. The airfield has a runway length of 823.43 meters.",시그 포인트 비행장은 리도이에 위치해 있으며 오세아노 항공 구역에서 운영됩니다. 오세아노 항공 구역은 틴도리아국의 개리도 포인트 시에 위치해 있습니다. 이 비행장의 활주로 길이는 823.43미터입니다.
"The dish LycheeLilyraganade is a course under the name Mozygem and uses Sunviddo as an ingredient. It originates from the country Kansya, where the currency is Ziorl.","리치릴리라간디 요리는 모지젬이라는 이름으로 제공되는 코스요리로, 성분으로는 썬비도를 사용합니다. 이 음식은 통화 단위가 지올인 칸사야라는 나라에서 유래했습니다."
"The bailative periapsis is 2231.16, and its epoch is JD1628109.9.","발라티브 근일점은 2231.16이며, 그 시기는 JD1628109.9입니다."
"Teegran, with a population density of 887.94, is located in a timezone that is UTC+06:13.",인구밀도가 887.94명/km2인 티그란은 UTC+06:13 시간대에 위치하고 있습니다.
MottronDesign is a company with approximately 3182.12 employees and a net income of 887.94.,모트론디자인은 약 3182.12명의 직원을 보유한 회사이며 순이익은 887.94입니다.
"The television program ""Exploration of Shadows"" was created by Jantrar and was last aired on March 17, 3563. It is broadcasted by Yawick Financers.","""그림자의 탐험""이라는 텔레비전 프로그램은 얀트라르에 의해 제작되었으며 마지막으로 3563년 3월 17일에 방송되었습니다. 이 프로그램은 야윅 파이낸셔스에서 방송되었습니다."
"The Tremendous Tangerine Treat is a course originating from the region Xococalli, specifically in the country Jyndola. The people of Jyndola are called Brevons and their currency is the Zodd.","엄청난 귤 요리는 Xococalli 지역, 구체적으로는 Jyndola라는 나라에서 유래한 요리입니다. Jyndola 사람들은 Brevon이라고 불리며 그들의 통화는 Zodd입니다."
"Oribyte is an artist who came after Virzseil in the sequence Guilharme, Virzseil.","오리바이트는 길하르메, 비르츠세일 순서에 따라 비르츠세일 이후에 온 예술가입니다."
"Zozo Isandria was born on October 5, 1452, in Nymcris. He later died in Wispor.",조조 이사드리아는 1452년 10월 5일 님크리스에서 태어났습니다. 그는 나중에 위스퍼에서 사망했습니다.
"The engine named Ole Finisher has a gyaden type, a length of 1.79 meters (sigma mills), and 4652.95 cylinders.","엔진 올 피니셔는 길이 1.79미터(시그마 밀스)에 실린더는 4652.95개이며, 가야덴 타입입니다."
"SeSimon Ymve, born on February 9, 1872, went by the stage name HoloNorvah. He passed away in Zabrisky.","시몬 음베는 1872년 2월 9일 출생으로, 예명 홀로노르바(HoloNorvah)로 활동했습니다. 그는 자브리스키에서 생을 마감했습니다."
"The book ""Pathway to Heaven"" was written by Cantan Joron and was preceded by ""Whispers of the Demonspawn"". It belongs to the literary genre Anixto and was released on February 4, 1974.","""천국으로 가는 길""이라는 책은 칸탄 조론이 썼고, ""데몬스폰의 속삭임""이 그前に 나왔습니다. 이 책은 아니스토라는 문학 장르에 속하며 1974년 2월 4일에 출간되었습니다."
"The record label Cutting Edge has released music by Mariana, who later followed by recording with Shooting Star Studios.",커팅 엣지 레코드 레이블은 마리안나의 음악을 발매했습니다. 이후 그녀는 슈팅 스타 스튜디오에서 녹음을 진행했습니다.
"Mirbroux, an artist known for his works, was preceded by Tarator Brave and was born on February 4, 1953. He is followed by another artist named Croymall.","미술 작품으로 유명한 미르브룩스는 타라토르 브레이브의 뒤를 이었고, 1953년 2월 4일에 태어났습니다. 그의 뒤는 크로이몰이라는 또 다른 예술가가 이었습니다."
"The Stelloslink, classified as JorgassonVilla, is located in the municipality of Sarlale in the WernsvilleCounty of the country Qevassi. WernsvilleCounty is situated to the southeast of TimberhillsCounty.",조르간손빌라로 분류되는 스텔로스링크는 퀘바시의 웬스빌 카운티의 사를랄레 지방 자치 단체에 위치해 있습니다. 웬스빌 카운티는 팀버힐스 카운티의 남동쪽에 자리하고 있습니다.
"Ouashti Osarum was born in Tujir and was a Drilori nationality. He passed away on August 29, 1981, also in Drilori.",우아슈티 오사룸은 투지르에서 태어났으며 드릴로리 국적이었습니다. 그는 1981년 8월 29일 드릴로리에서 사망했습니다.
"Anbogard Services is a company located in Welsley Park, serving the region of Sythea. The company is based in the country of Sythea and reported an operating income of 2792.11.","안보가드 서비스는 웰즐리 파크에 위치한 시시아 지역에 서비스를 제공하는 회사입니다. 이 회사는 시시아라는 나라에 본사를 두고 있으며, 영업이익 2792.11을 기록했습니다."
"Rementi is an asteroid with an orbital period of 2781.47 days, discovered by Erjano Metcan on December 13, 1978. Its apoapsis is at a distance of 615.97 units.","레멘티는 1978년 12월 13일 에르자노 메트칸이 발견한 소행성으로, 공전 주기가 2781.47일입니다. 그 소행성의 원지점은 615.97 단위 거리만큼 떨어져 있습니다."
"The country of Zecorma is home to Qumannn, a location with a leader titled Mallen Reyvas and an elevation above sea level of 2165.77 meters. Its UTC offset is Raluxa.","제코르마라는 나라에는 해발 2,165.77m 높이의 쿠만이라는 곳이 있는데, 이곳의 지도자는 말렌 레이바스라는 직함을持ち、その場です。그곳의 시간대는 랄룩사입니다."
Bedriun is a part of Maizar and its UTC offset is Sampheka.,베드룬은 마이자르의 일부이며 UTC 오프셋은 삼페카입니다.
Celt Saffron is the spouse of Wanaonta Ismon.,셀트 사프란은 와나온타 이스몬의 배우자입니다.
"The Anpleus Athletic team, formerly known as Vimlirans Athletic, has a total of approximately 4846 members. They compete in the Eventenon-United league, where the Dinoro Strikers currently hold the championship title.","안플루스 체육단은 전 비믈리란스 체육단으로, 총 약 4846명의 단원을 보유하고 있습니다. 그들은 디노로 스트라이커스가 현재 챔피언 타이틀을 보유하고 있는 이벤테논 유나이티드 리그에서 경쟁합니다."
"The Swaswelli course is offered at Frosty Fig Frenzy, which is located in the region of Inovica, in the country of Gremeron.",그레머론(Gremeron)의 이노비카(Inovica) 지역에 위치한 프로스티 피그 프렌지(Frosty Fig Frenzy)에서 스와스웰리(Swaswelli) 코스를 제공합니다.
Vapcreek is a genre of music classified as Gratercore.,베이프크리크는 그레이터코어의 하위 장르로 분류되는 음악 장르입니다.
The time difference (UTC offset) for Gudkaw is approximately 4985.27 hours.,한국 시간으로 구드카와의 시간차는 대략 4985.27시간입니다.
Trompunk is an associated musical artist with Yebon Karcel and is also known by the name Barrancel.,트롬펑크는 예본 카르셀과 관련된 음악가로 바라첼이라는 이름으로도 알려져 있습니다.
"Dakron Sater was born in Bophaiy County, which is a part of Jinyan. He is currently leading the Scylla-One mission.",다크론 사터는 진얀의 일부인 보파이 카운티에서 태어났습니다. 그는 현재 스킬라-원 미션을 이끌고 있습니다.
"The Moirux-Heylin stadium, with a height of 112.5 furlongs, is the home ground of Noweilers FC.",높이 112.5 퍼롱의 모이루-헤이린 스타디움은 노바이러스 FC의 홈구장입니다.
"The Soulon assembly, named Hettigin and Carival, has ended its production in the year 9523.",헤티긴과 카리발이라는 이름을 가진 소울론 의회는 9523년에 생산을 중단했습니다.
"The Meadowsweet area totals 4,332.6 square meters.",약 1.3 에이커
"The movie ""Seekers in the Storm"" was directed by Wolf Runan and had music composed by Norka Elore. It was released on June 6, 1989, and has a runtime of approximately 4967.18 seconds (approximately 1 hour, 29 minutes, and 27.18 seconds).","영화 ""폭풍 속의 구직자""는 볼프 루난이 감독하고 노르카 엘로레가 음악을 작곡했습니다. 이 영화는 1989년 6월 6일에 개봉했으며, 상영 시간은 대략 4967.18초 (약 1시간 29분 27.18초)입니다."
Magendaven Productions is located at Bluemoon Mansion.,매겐데이븐 프로덕션은 블루문 맨션에 위치해 있습니다.
Orgo Lorin is a professional in the field of Cognoculture.,오르고 로린은 인지문화 분야의 전문가입니다.
"The music composer for ""Clash of the Ancients"" is Roka Maram.","로카 마람은 ""고대인의 충돌""의 음악을 작곡했습니다."
"The Glich Circulation Center is home to Acralect Solutions, which produced and broadcasted the Desert Riders radio show last aired on September 19, 1927. Porviz created the Desert Riders, with Zoogren Stav as one of its stars.","글리치 유통 센터는 1927년 9월 19일에 마지막으로 방영된 라디오 쇼 ""사막의 라이더""를 제작 및 방송한 아크랄렉트 솔루션의 본거지입니다. 포르비즈는 조그렌 스타브를 스타로 출연진에 포함해 사막의 라이더를 만들었습니다."
The Heat Chaser product was built by Readeria Solutions at an unknown date.,히트 체이서 제품은 리더리아 솔루션즈에서 알 수 없는 날짜에 제작되었습니다.
"Blutos FC is a soccer team with 1,384.43 members in the Chidurynn Division. The champions of this division are Tehghul Hotspurs.","블루토스 FC는 치두린 디비전에서 1,384.43명의 멤버를 보유한 축구팀입니다. 이 디비전의 챔피언은 테굴 핫스퍼입니다."
"The movie ""Donloxur"" features Halexaina Reian as the lead actor.","영화 ""Donloxur""는 주연 배우인 해렉사이나 레이언을 선보입니다."
"The film ""Cinders of Conflict"" is directed by Quintin Yoson.","퀜틴 요슨 감독이 ""분쟁의 재"" 영화를 연출했습니다."
"The Boncoeur genre includes Smudgparticle and Chaostrap. Their record label is GreasyBlues and they released their music on October 18, 2003. Boncoeur is followed by Zugplena.","본쿠르 장르는 스머지파티클과 카오스랩을 포함합니다. 그들의 음반사는 그리시블루스로, 그들은 2003년 10월 18일에 음악을 발매했습니다. 본쿠르의 후속 장르는 주그플레나입니다."
"Undinee is followed by Redstart Media, a musical artist named Jorja Zerne is associated with Redstart Media.","레드스타트 미디어는 운디네를 팔로우하고 있으며, 음악가인 조르자 제르네는 레드스타트 미디어와 연관되어 있습니다."
"Noduku Airport, operated by Aztaland Airspace, has a runway named 32U/14N and a runway length of 3520.39 meters, with an elevation above sea level of 3817.12 meters.","아즈다랜드 에어스페이스가 운영하는 노두쿠 공항에는 32U/14N이라는 이름의 활주로가 있으며 활주로 길이는 3520.39미터, 해발 고도는 3817.12미터입니다."
"The genre of music ""Humdrift"" is classified as Swingbubble.","스윙버블로 분류되는 음악 장르인 ""험드리프트""."
The Huulam people are an ethnic group identified as Arendine by nationality.,후울람 사람들은 민족적으로 아렌딘으로 식별되는 민족 집단입니다.
The companies Simzitronix and Cyopinee follow one another.,심지트로닉스사와 시오피니사가 서로를 따르고 있습니다.
"The Verano was completed on October 11, 1936, and is owned by Valmont Academy.",베라노는 1936년 10월 11일에 완공되어 현재 발몽 아카데미에서 소유하고 있습니다.
Frextwo is a band that produces music in the genre Boltslant.,프렉스투는 볼트슬란트 장르의 음악을 만드는 밴드입니다.
"The Rayliciousia course named Kaleidoscope Kiwi Compote is a dish variation called Pamplizel. This dish originates from the country of Azenith, where the people are called Roilons and their currency is the Ecua.","레이리시오시아 코스 중 하나인 칼레이도스코프 키위 콤포트는 팜프리젤이라는 이름의 변형 요리입니다. 이 요리는 아제니스의 전통 음식으로, 그곳의 사람들은 로일론이라고 불리며 그들의 통화는 에쿠아입니다."
Ruthoke is located in a timezone that is 11 hours and 2 minutes ahead of Coordinated Universal Time (UTC).,루스오케는 협정 세계시(UTC)보다 11시간 2분 앞인 시간대에 위치하고 있습니다.
"The film ""Neverending Waves"" is distributed by both Titus Films and Camera Care Corporation. Titus Films is a distributor, and Camera Care Corporation is a type of company classified as Farigolia.","영화 ""끝없는 파도""는 타이터스 필름스와 카메라 케어 코퍼레이션에서 배급했습니다. 타이터스 필름스는 배급사이고, 카메라 케어 코퍼레이션은 파리고리아 유형의 회사입니다."
Moirux-Heylin is a nationality belonging to the Frescans.,모이룩스-헤이린은 프레스칸스에 속한 국적입니다.
"The Visci-pyramid, a Widstone Pagoda, was established in 12237 and is located in Grerlite County. Feldstone County lies to the southwest of Grerlite County.","비시 피라미드는 12237년에 지어졌으며, 그렐라이트 카운티에 위치해 있습니다. 펠드스톤 카운티는 그렐라이트의 남서쪽에 위치하고 있습니다."
"Vellata was preceded by Klaras. Vellata has a runtime of 3131.91 and was released on May 22, 1207.","벨라타는 클라라스가 먼저였어요. 벨라타의 런타임은 3131.91이고, 1207년 5월 22일에 개봉했습니다."
"Qarvasse is a part of the region Tytrao, which is led by Enna Ceana.",카르바세는 엔나 세아나가 이끄는 티트라오 지역의 일부입니다.
"The Plumful Platter is a dish from the country of Dysatria, featuring the main ingredient Hummelata and categorized under the course name Greeniesh. The currency used in Dysatria is called Badeka.","플럼풀 플래터는 흄멜라타가 주 재료인 디사트리아의 음식입니다. 이 요리는 그린리시라는 코스 요리로 분류되며, 디사트리아에서 사용되는 통화는 바데카입니다."
Marcil Varcin is a professional in the field of Xastor's Illumination of Mathematization.,마르실 바르신은 자스토르의 수학화 조명 분야의 전문가입니다.
"I'm sorry for the confusion, but there seems to be an error in the input triples. The country name ""Mivinsky"" is not recognized. Could you please double-check the information and provide the correct country name? Thank you.","입력 삼중에서 오류가 있는 것 같아 혼란을 드려 죄송합니다. ""Mivinsky""라는 국가 이름은 인식되지 않습니다. 정보를 다시 확인하고 올바른 국가 이름을 제공해 주시겠습니까? 감사합니다."
Coltion Gowvan was born in Liangming.,콜티온 고우반은 량밍에서 태어났습니다.
"Elignoth Schade, also known as Jara Lumon, attended Daltosty Education Hub for higher education. Jara Lumon is recognized for their work on Mercansch's Observations.","엘리그노스 샤데, 일명 자라 루몬은 달토스티 교육 허브에서 고등교육을 받았습니다. 자라 루몬은 머캔샨의 관찰에 대한 업적으로 인정받고 있습니다."
Malonor Vosse studied at Zesnor University for their undergraduate education and later pursued a career in the field of Kemaing.,말로노르 보세는 제스노르 대학교에서 학부 과정을 이수하고 이후 케마잉 분야에서 경력을 쌓았습니다.
"The song ""Warrior of the Future"" was produced by Racso Delain.","전사 OF THE FUTURE""는 라크소 델레인이 제작했습니다."
"Jorel Calyon is a Codemoted artist, and Jara Lumon is the band or musical artist associated with him.","조렐 칼론은 코드모티드 아티스트로 활동했으며, 그와 관련된 밴드 또는 음악 아티스트는 자라 루몬입니다."
Elignoth Schade originated from Riarrisa and is associated with the band/musical artist Pohnar. Their genre is Whirldrawk and they play the Amarchitar as an instrument.,"엘리그노스 샤데는 리아리사에서 태어났으며, 밴드/뮤지컬 아티스트인 포나르와 관련이 있습니다. 그들의 장르는 위럴드로크이며, 그들은 악기로서 아마르치타르를 연주합니다."
"TriStone Logistics is based in Divinyl Station. They were responsible for broadcasting Expedition Exo-7, which first aired on October 23, 1903. The creator of the show was Vackeron Bline and Balamor Donae starred in it.","트라이스톤 로지스틱스는 디바이닐 역에 본사를 두고 있습니다. 그들은 1903년 10월 23일에 처음으로 방송된 원정 엑소-7의 방송을 담당했습니다. 이 쇼의 창작자는 바케론 블라인이며, 발라모르 도네이가 주연을 맡았습니다."
"The Vega building, designed by Jara Lumon and located at Tiralpin Crescent in Skymir, was completed on April 10, 1932. Currently, the Vilkena Business School occupies the space within this building, which is situated in the country of Aeros Sy.","자라 루몬이 설계한 베가 건물은 스카미르에 있는 티라팔핀 크레센트에 위치해 있으며, 1932년 4월 10일에 완공되었습니다. 현재 빌케나 비즈니스 스쿨이 이 건물을 차지하고 있으며, 이 건물은 에로스 시라는 나라에 위치해 있습니다."
"The Memorial to the Fall of the Royal Llarian Dynasty is located in Dyrron`le, also known as Verron.",로얄 래리안 왕조의 몰락 기념비는 버론으로도 알려진 다이론에 위치해 있습니다.
Jazziva is a music subgenre called Delasya.,재지바는 델라시아라고 불리는 음악 하위 장르입니다.
"Eustathios Sthen, also known as Jorel Calyon, was born on January 24, 1978, in Sunlenburg. He attended Carilon Professional Training Academy for his education. Jorel Calyon is best known for his work on Zevon's Postulate.","유스타티오스 스텐, 일명 조렐 칼리온은 1978년 1월 24일 선렌부르크에서 태어났습니다. 그는 카릴론 프로페셔널 트레이닝 아카데미에서 교육을 받았습니다. 조렐 칼리온은 제본의 가설에 대한 연구로 잘 알려져 있습니다."
"Ethar Gilme stars in the movie ""Weeblich,"" which had a gross revenue of 2,575.41 dollars.","에타르 길메는 영화 ""위블리치""에 출연했으며, 이 영화의 총 수익은 2,575.41달러였습니다."
"The Thrall-goad, a Dextee Clocktower, was established in the year 12237 and is located in Mortoni County, which is situated to the north of Latren County, in the country of Vlandon.",데스테 클락타워인 스랄-고드는 블랜던(Vlandon)이라는 나라의 라트렌 카운티(Latren County) 북쪽에 위치한 모르토니 카운티(Mortoni County)에 12237년에 설립되었습니다.
"The television program ""Dr. Joe's Animal World,"" which stars Amunda Lune, was broadcasted by Zeusen Transport. The last airing of this show took place on January 13, 1736. Zeusen Transport is based in the city of Yakers Crossing Roadhouse.","암운다 루네가 주연을 맡은 텔레비전 프로그램 ""조 박사의 동물의 세계""는 자이슨 트랜스포트에서 방송되었습니다. 이 쇼의 마지막 방송은 1736년 1월 13일이었습니다. 자이슨 트랜스포트는 야커스 크로싱 로드하우스 시에 본사를 두고 있습니다."
"Zoogren Stav, also known as Land of the Dragons, was an active film director from August 1941. He passed away on November 21, 1954.","조그렌 스타브, 일명 '용의 땅'으로 알려진 그는 1941년 8월부터 활동한 영화 감독이었습니다. 그는 1954년 11월 21일에 사망했습니다."
"The science fiction television series ""PlanetInvaders"" was created by Kaygor. It is broadcasted by FirdecStorage.","케이거가 만든 공상과학 TV 시리즈 ""플래닛 인베이더""는 피어덱스토리지에서 방송됩니다."
The leader of Tennord holds the title of Gorvythal Province.,테네오드의 지도자는 고르비탈 주의 칭호를 가집니다.
QauntinosFC has a postal code of BXX1.,BXX1 우편 코드는 QauntinosFC에 속해 있습니다.
